"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1912","924","true","edge-chromium","117.0.2045","false","Windows 10","true","60.13","true","true","browser-check","0","1003","0.0-0.0","0","67.9","20","50","","15","2.86","50","15","0.04","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","6659","0.0-1.0","0","67.9","20","50","","15","2.86","50","15","0.04","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","18857","0.0-2.0","0","67.9","20","50","","15","2.86","50","15","0.04","","12157","{""prolific_id"":""5cdfa1be2c20f6001dc94e14"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","28317","0.0-4.0","0","67.9","20","50","","15","2.86","50","15","0.04","","9460","","","[{""page_index"":0,""viewing_time"":9460}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","34622","0.0-5.0-0.0","0","67.9","20","50","","15","2.86","50","15","0.04","","6088","8","","","false","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","39878","0.0-5.1-0.1","0","67.9","20","50","","15","2.86","50","15","0.04","","5251","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","61525","0.0-7.0","0","67.9","20","50","","15","2.86","50","15","0.04","","21647","","","[{""page_index"":0,""viewing_time"":21646}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","62105","0.0-8.0","0","67.9","20","50","","15","2.86","50","15","0.04","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","86383","0.0-9.0","0","67.9","20","50","","15","2.86","50","15","0.04","","24277"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","124373","0.0-10.0","0","67.9","20","50","","15","2.86","50","15","0.04","","126871","{""silversky"":""20""}","","","","","","","","firstbet","no","native","fluent","19","silversky"
"","","","","","","","","","","","audio-survey-input-response","10","154453","0.0-11.0","0","67.9","20","50","","15","2.86","50","15","0.04","","156913","{""silversky"":"""",""firewalker"":""50""}","","","","","","","","secondbet","no","nonnative","fluent","19","firewalker"
"","","","","","","","","","","","audio-survey-input-response","11","194933","0.0-12.0","0","67.9","20","50","","15","2.86","50","15","0.04","","197364","{""silversky"":"""",""firewalker"":"""",""apocalypse"":""15""}","","","","","","","","thirdbet","no","nonnative","disfluent","19","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","12","234069","0.0-13.0","0","67.9","20","50","","15","2.86","50","15","0.04","","236459","{""silversky"":"""",""firewalker"":"""",""apocalypse"":"""",""blackblade"":""15""}","","","","","","","","forthbet","no","native","disfluent","19","blackblade"
"","","","","","","","","","","","survey-html-form","13","278717","0.0-14.0-0.0-0.0","0","67.9","20","50","","15","2.86","50","15","0.04","","44646","{""silversky"":""2.86"",""firewalker"":""50"",""apocalypse"":""15"",""blackblade"":""0.04""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","282893","0.0-15.0","0","67.9","20","50","","15","2.86","50","15","0.04","","4175","","","[{""page_index"":0,""viewing_time"":4175}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","312533","0.0-16.0","0","67.9","20","50","","15","2.86","50","15","0.04","","29610","{""P0_Q0"":null,""competent_native"":7,""smart_native"":6,""educated_native"":7,""intelligent_native"":7,""successful_native"":8,""P1_Q0"":null,""irritated_native"":3,""interested_native"":7,""enthusiastic_native"":6,""frustrated_native"":5,""annoyed_native"":7,""happy_native"":9,""P2_Q0"":null,""sociable_native"":9,""friendly_native"":8,""nice_native"":9,""honest_native"":8,""pleasant_native"":8,""P3_Q0"":null,""trustworthy_native"":8,""easy_native"":9,""fluent_native"":7,""strong_native"":8}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","16","353717","0.0-17.0","0","67.9","20","50","","15","2.86","50","15","0.04","","41173","{""P0_Q0"":null,""trustworthy_nonnative"":6,""easy_nonnative"":6,""fluent_nonnative"":9,""strong_nonnative"":8,""P1_Q0"":null,""competent_nonnative"":9,""smart_nonnative"":9,""educated_nonnative"":5,""intelligent_nonnative"":6,""successful_nonnative"":4,""P2_Q0"":null,""irritated_nonnative"":7,""interested_nonnative"":5,""enthusiastic_nonnative"":3,""frustrated_nonnative"":8,""annoyed_nonnative"":7,""happy_nonnative"":5,""P3_Q0"":null,""sociable_nonnative"":7,""friendly_nonnative"":7,""nice_nonnative"":8,""honest_nonnative"":8,""pleasant_nonnative"":8}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","17","476471","0.0-18.0","0","67.9","20","50","","15","2.86","50","15","0.04","","122738","{""P0_Q0"":null,""country_native"":""Scotland"",""country_nonnative"":""Italy"",""learn_future"":""Native speaker"",""P1_Q0"":null,""exposure_nn"":2,""exposure_n"":8,""P1_Q3"":null,""P1_Q4"":""Yes"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":1,""naturalness_nonnative"":7,""decision_making"":""I thought that they were all a bit vague with what they were saying. All of the horses had good track records! So I put most money on 2nd horse and just stuck with that. "",""P2_Q4"":""To distinguish trust in native vs non-native tipsters"",""P2_Q5"":""Technical issue when typing the numbers in - kept registering my numbers as 'undefined' when I typed a number in, so had to use arrows for some but it took ages as went from 2 d.p. ""}","[{""P1_Q4"":true}]","","","","","","","survey_checks","","","","",""
