"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1680","970","true","safari","16.6.0","false","Mac OS","true","59.94","true","true","browser-check","0","1010","0.0-0.0","0","100","25","25","","25","25","25","25","25","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","3407","0.0-1.0","0","100","25","25","","25","25","25","25","25","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","15419","0.0-2.0","0","100","25","25","","25","25","25","25","25","","11940","{""prolific_id"":""5f626c607d0e5f2ce48863aa"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","19044","0.0-4.0","0","100","25","25","","25","25","25","25","25","","3624","","","[{""page_index"":0,""viewing_time"":3613}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","25885","0.0-5.0-0.0","0","100","25","25","","25","25","25","25","25","","6632","8","","","false","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","31031","0.0-5.1-0.1","0","100","25","25","","25","25","25","25","25","","5144","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","32533","0.0-7.0","0","100","25","25","","25","25","25","25","25","","1501","","","[{""page_index"":0,""viewing_time"":1501}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","33972","0.0-8.0","0","100","25","25","","25","25","25","25","25","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","47586","0.0-9.0","0","100","25","25","","25","25","25","25","25","","13610"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","89761","0.0-10.0","0","100","25","25","","25","25","25","25","25","","91525","{""blackblade"":""25""}","","","","","","","","firstbet","no","native","disfluent","21","blackblade"
"","","","","","","","","","","","audio-survey-input-response","10","118305","0.0-11.0","0","100","25","25","","25","25","25","25","25","","120025","{""blackblade"":"""",""firewalker"":""25""}","","","","","","","","secondbet","no","native","fluent","21","firewalker"
"","","","","","","","","","","","audio-survey-input-response","11","149515","0.0-12.0","0","100","25","25","","25","25","25","25","25","","151208","{""blackblade"":"""",""firewalker"":"""",""silversky"":""25""}","","","","","","","","thirdbet","no","nonnative","fluent","21","silversky"
"","","","","","","","","","","","audio-survey-input-response","12","190769","0.0-13.0","0","100","25","25","","25","25","25","25","25","","192430","{""blackblade"":"""",""firewalker"":"""",""silversky"":"""",""apocalypse"":""25""}","","","","","","","","forthbet","no","nonnative","disfluent","21","apocalypse"
"","","","","","","","","","","","survey-html-form","13","275242","0.0-14.0-0.0-0.0","0","100","25","25","","25","25","25","25","25","","84472","{""blackblade"":""25"",""firewalker"":""25"",""silversky"":""25"",""apocalypse"":""25""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","277161","0.0-15.0","0","100","25","25","","25","25","25","25","25","","1917","","","[{""page_index"":0,""viewing_time"":1917}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","385100","0.0-16.0","0","100","25","25","","25","25","25","25","25","","107877","{""P0_Q0"":null,""sociable_native"":4,""friendly_native"":5,""nice_native"":3,""honest_native"":5,""pleasant_native"":3,""P1_Q0"":null,""trustworthy_native"":5,""easy_native"":2,""fluent_native"":3,""strong_native"":8,""P2_Q0"":null,""competent_native"":3,""smart_native"":3,""educated_native"":3,""intelligent_native"":4,""successful_native"":2,""P3_Q0"":null,""irritated_native"":7,""interested_native"":3,""enthusiastic_native"":2,""frustrated_native"":6,""annoyed_native"":7,""happy_native"":7}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","16","419093","0.0-17.0","0","100","25","25","","25","25","25","25","25","","33952","{""P0_Q0"":null,""sociable_nonnative"":5,""friendly_nonnative"":5,""nice_nonnative"":5,""honest_nonnative"":5,""pleasant_nonnative"":4,""P1_Q0"":null,""irritated_nonnative"":7,""interested_nonnative"":3,""enthusiastic_nonnative"":3,""frustrated_nonnative"":6,""annoyed_nonnative"":6,""happy_nonnative"":7,""P2_Q0"":null,""trustworthy_nonnative"":2,""easy_nonnative"":2,""fluent_nonnative"":2,""strong_nonnative"":9,""P3_Q0"":null,""competent_nonnative"":3,""smart_nonnative"":5,""educated_nonnative"":5,""intelligent_nonnative"":5,""successful_nonnative"":5}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","17","463971","0.0-18.0","0","100","25","25","","25","25","25","25","25","","44844","{""P0_Q0"":null,""country_native"":""Eastern Europe"",""country_nonnative"":""Eastern Europe"",""learn_future"":""Non-native speaker"",""P1_Q0"":null,""exposure_nn"":2,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""No"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":2,""naturalness_nonnative"":2,""decision_making"":""even split"",""P2_Q4"":"""",""P2_Q5"":""""}","[{""P1_Q4"":false}]","","","","","","","survey_checks","","","","",""
