"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1920","944","true","chrome","103.0.0","false","Mac OS","true","60.22","true","true","browser-check","0","1002","0.0-0.0","0","100","50","20","","15","40","30","15","15","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","3337","0.0-1.0","0","100","50","20","","15","40","30","15","15","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","21726","0.0-2.0","0","100","50","20","","15","40","30","15","15","","18328","{""prolific_id"":""599352ad5f49420001caf919"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","26782","0.0-4.0","0","100","50","20","","15","40","30","15","15","","5055","","","[{""page_index"":0,""viewing_time"":5055}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","36142","0.0-5.0-0.0","0","100","50","20","","15","40","30","15","15","","9120","8","","","false","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","41357","0.0-5.1-0.1","0","100","50","20","","15","40","30","15","15","","5213","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","50564","0.0-7.0","0","100","50","20","","15","40","30","15","15","","9207","","","[{""page_index"":0,""viewing_time"":9207}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","51154","0.0-8.0","0","100","50","20","","15","40","30","15","15","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","65932","0.0-9.0","0","100","50","20","","15","40","30","15","15","","14778"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","124361","0.0-10.0","0","100","50","20","","15","40","30","15","15","","126530","{""firewalker"":""50""}","","","","","","","","firstbet","no","native","disfluent","24","firewalker"
"","","","","","","","","","","","audio-survey-input-response","10","160519","0.0-11.0","0","100","50","20","","15","40","30","15","15","","162632","{""firewalker"":"""",""silversky"":""20""}","","","","","","","","secondbet","no","native","fluent","24","silversky"
"","","","","","","","","","","","audio-survey-input-response","11","206429","0.0-12.0","0","100","50","20","","15","40","30","15","15","","208507","{""firewalker"":"""",""silversky"":"""",""apocalypse"":""15""}","","","","","","","","thirdbet","no","nonnative","disfluent","24","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","12","236284","0.0-13.0","0","100","50","20","","15","40","30","15","15","","238318","{""firewalker"":"""",""silversky"":"""",""apocalypse"":"""",""blackblade"":""15""}","","","","","","","","forthbet","no","nonnative","fluent","24","blackblade"
"","","","","","","","","","","","survey-html-form","13","265042","0.0-14.0-0.0-0.0","0","100","50","20","","15","40","30","15","15","","28756","{""firewalker"":""50"",""silversky"":""30"",""apocalypse"":""15"",""blackblade"":""15""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","survey-html-form","14","343941","0.0-14.0-0.1-0.1","0","100","50","20","","15","40","30","15","15","","78900","{""firewalker"":""40"",""silversky"":""30"",""apocalypse"":""15"",""blackblade"":""15""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","15","347516","0.0-15.0","0","100","50","20","","15","40","30","15","15","","3575","","","[{""page_index"":0,""viewing_time"":3575}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","16","399508","0.0-16.0","0","100","50","20","","15","40","30","15","15","","51931","{""P0_Q0"":null,""irritated_native"":7,""interested_native"":3,""enthusiastic_native"":3,""frustrated_native"":7,""annoyed_native"":5,""happy_native"":2,""P1_Q0"":null,""competent_native"":1,""smart_native"":1,""educated_native"":2,""intelligent_native"":2,""successful_native"":1,""P2_Q0"":null,""trustworthy_native"":4,""easy_native"":3,""fluent_native"":5,""strong_native"":5,""P3_Q0"":null,""sociable_native"":1,""friendly_native"":1,""nice_native"":2,""honest_native"":2,""pleasant_native"":1}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","17","462253","0.0-17.0","0","100","50","20","","15","40","30","15","15","","62711","{""P0_Q0"":null,""competent_nonnative"":5,""smart_nonnative"":5,""educated_nonnative"":6,""intelligent_nonnative"":7,""successful_nonnative"":7,""P1_Q0"":null,""sociable_nonnative"":8,""friendly_nonnative"":8,""nice_nonnative"":7,""honest_nonnative"":6,""pleasant_nonnative"":8,""P2_Q0"":null,""trustworthy_nonnative"":7,""easy_nonnative"":8,""fluent_nonnative"":8,""strong_nonnative"":7,""P3_Q0"":null,""irritated_nonnative"":3,""interested_nonnative"":7,""enthusiastic_nonnative"":5,""frustrated_nonnative"":3,""annoyed_nonnative"":3,""happy_nonnative"":5}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","18","527472","0.0-18.0","0","100","50","20","","15","40","30","15","15","","65179","{""P0_Q0"":null,""country_native"":""Leeds"",""country_nonnative"":""Italy"",""learn_future"":""Non-native speaker"",""P1_Q0"":null,""exposure_nn"":9,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""No"",""P1_Q5"":2,""P2_Q0"":null,""naturalness_native"":2,""naturalness_nonnative"":2,""decision_making"":""i randomly put on different amounts"",""P2_Q4"":"""",""P2_Q5"":""""}","[{""P1_Q4"":false}]","","","","","","","survey_checks","","","","",""
