"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1920","963","true","chrome","117.0.0","false","Windows 10","true","56.61","true","true","browser-check","0","4693","0.0-0.0","0","100","2","10","50","44","1","9","60","30","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","8734","0.0-1.0","0","100","2","10","50","44","1","9","60","30","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","37763","0.0-2.0","0","100","2","10","50","44","1","9","60","30","","28988","{""prolific_id"":""5db95ab98f3368000c8922f4"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","51992","0.0-4.0","0","100","2","10","50","44","1","9","60","30","","14229","","","[{""page_index"":0,""viewing_time"":14229}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","60822","0.0-5.0-0.0","0","100","2","10","50","44","1","9","60","30","","8720","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","85887","0.0-7.0","0","100","2","10","50","44","1","9","60","30","","25064","","","[{""page_index"":0,""viewing_time"":25064}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","6","86300","0.0-8.0","0","100","2","10","50","44","1","9","60","30","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","7","108189","0.0-9.0","0","100","2","10","50","44","1","9","60","30","","21888"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","8","165946","0.0-10.0","0","100","2","10","50","44","1","9","60","30","","171222","{""silversky"":""2""}","","","","","","","","firstbet","no","nonnative","disfluent","16","silversky"
"","","","","","","","","","","","audio-survey-input-response","9","211240","0.0-11.0","0","100","2","10","50","44","1","9","60","30","","216459","{""silversky"":"""",""firewalker"":""10""}","","","","","","","","secondbet","no","native","disfluent","16","firewalker"
"","","","","","","","","","","","audio-survey-input-response","10","247179","0.0-12.0","0","100","2","10","50","44","1","9","60","30","","252352","{""silversky"":"""",""firewalker"":"""",""blackblade"":""44""}","","","","","","","","thirdbet","no","native","fluent","16","blackblade"
"","","","","","","","","","","","audio-survey-input-response","11","280346","0.0-13.0","0","100","2","10","50","44","1","9","60","30","","285490","{""silversky"":"""",""firewalker"":"""",""blackblade"":""50"",""apocalypse"":""44""}","","","","","","","","forthbet","no","nonnative","fluent","16","apocalypse"
"","","","","","","","","","","","survey-html-form","12","332633","0.0-14.0-0.0-0.0","0","100","2","10","50","44","1","9","60","30","","52295","{""silversky"":""0"",""firewalker"":""10"",""blackblade"":""70"",""apocalypse"":""30""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","survey-html-form","13","370949","0.0-14.0-0.1-0.1","0","100","2","10","50","44","1","9","60","30","","38314","{""silversky"":""1"",""firewalker"":""9"",""blackblade"":""60"",""apocalypse"":""30""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","375938","0.0-15.0","0","100","2","10","50","44","1","9","60","30","","4988","","","[{""page_index"":0,""viewing_time"":4988}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","446427","0.0-16.0","0","100","2","10","50","44","1","9","60","30","","70466","{""P0_Q0"":null,""irritated_nonnative"":7,""interested_nonnative"":3,""enthusiastic_nonnative"":3,""frustrated_nonnative"":8,""annoyed_nonnative"":6,""happy_nonnative"":3,""P1_Q0"":null,""sociable_nonnative"":2,""friendly_nonnative"":3,""nice_nonnative"":6,""honest_nonnative"":2,""pleasant_nonnative"":2,""P2_Q0"":null,""trustworthy_nonnative"":3,""easy_nonnative"":2,""fluent_nonnative"":1,""strong_nonnative"":9,""P3_Q0"":null,""competent_nonnative"":4,""smart_nonnative"":3,""educated_nonnative"":3,""intelligent_nonnative"":3,""successful_nonnative"":5}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","16","502137","0.0-17.0","0","100","2","10","50","44","1","9","60","30","","55702","{""P0_Q0"":null,""irritated_native"":4,""interested_native"":5,""enthusiastic_native"":5,""frustrated_native"":3,""annoyed_native"":3,""happy_native"":5,""P1_Q0"":null,""sociable_native"":6,""friendly_native"":5,""nice_native"":5,""honest_native"":7,""pleasant_native"":7,""P2_Q0"":null,""competent_native"":5,""smart_native"":4,""educated_native"":5,""intelligent_native"":6,""successful_native"":6,""P3_Q0"":null,""trustworthy_native"":6,""easy_native"":9,""fluent_native"":9,""strong_native"":7}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","17","582327","0.0-18.0","0","100","2","10","50","44","1","9","60","30","","80189","{""P0_Q0"":null,""country_native"":""North of England"",""country_nonnative"":""France"",""learn_future"":""Native speaker"",""P1_Q0"":null,""exposure_nn"":2,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""No"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":6,""naturalness_nonnative"":6,""decision_making"":""Based on the confidence of the speaker voice"",""P2_Q4"":""to investigate the impact of accents on perception"",""P2_Q5"":""""}","[{""P1_Q4"":false}]","","","","","","","survey_checks","","","","",""
