"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1536","707","true","chrome","117.0.0","false","Windows 10","true","60.44","true","true","browser-check","0","1000","0.0-0.0","0","100","15","20","","35","20","20","20","40","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","4071","0.0-1.0","0","100","15","20","","35","20","20","20","40","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","18966","0.0-2.0","0","100","15","20","","35","20","20","20","40","","14814","{""prolific_id"":""62da6a18dcc4b4fbb94abd33"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","26308","0.0-4.0","0","100","15","20","","35","20","20","20","40","","7341","","","[{""page_index"":0,""viewing_time"":7340}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","34962","0.0-5.0-0.0","0","100","15","20","","35","20","20","20","40","","8491","8","","","false","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","42983","0.0-5.1-0.1","0","100","15","20","","35","20","20","20","40","","8021","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","57963","0.0-7.0","0","100","15","20","","35","20","20","20","40","","14979","","","[{""page_index"":0,""viewing_time"":14979}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","58299","0.0-8.0","0","100","15","20","","35","20","20","20","40","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","72257","0.0-9.0","0","100","15","20","","35","20","20","20","40","","13956"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","136268","0.0-10.0","0","100","15","20","","35","20","20","20","40","","137778","{""apocalypse"":""15""}","","","","","","","","firstbet","no","nonnative","disfluent","20","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","10","185656","0.0-11.0","0","100","15","20","","35","20","20","20","40","","187102","{""apocalypse"":"""",""silversky"":""20""}","","","","","","","","secondbet","no","native","disfluent","20","silversky"
"","","","","","","","","","","","audio-survey-input-response","11","218932","0.0-12.0","0","100","15","20","","35","20","20","20","40","","220329","{""apocalypse"":"""",""silversky"":"""",""blackblade"":""30""}","","","","","","","","thirdbet","no","native","fluent","20","blackblade"
"","","","","","","","","","","","audio-survey-input-response","12","246495","0.0-13.0","0","100","15","20","","35","20","20","20","40","","247859","{""apocalypse"":"""",""silversky"":"""",""blackblade"":"""",""firewalker"":""35""}","","","","","","","","forthbet","no","nonnative","fluent","20","firewalker"
"","","","","","","","","","","","survey-html-form","13","284943","0.0-14.0-0.0-0.0","0","100","15","20","","35","20","20","20","40","","38442","{""apocalypse"":""20"",""silversky"":""20"",""blackblade"":""20"",""firewalker"":""40""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","290642","0.0-15.0","0","100","15","20","","35","20","20","20","40","","5698","","","[{""page_index"":0,""viewing_time"":5697}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","340425","0.0-16.0","0","100","15","20","","35","20","20","20","40","","49701","{""P0_Q0"":null,""trustworthy_native"":7,""easy_native"":8,""fluent_native"":7,""strong_native"":8,""P1_Q0"":null,""irritated_native"":3,""interested_native"":6,""enthusiastic_native"":6,""frustrated_native"":5,""annoyed_native"":4,""happy_native"":6,""P2_Q0"":null,""sociable_native"":6,""friendly_native"":6,""nice_native"":7,""honest_native"":7,""pleasant_native"":6,""P3_Q0"":null,""competent_native"":7,""smart_native"":7,""educated_native"":7,""intelligent_native"":7,""successful_native"":6}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","16","394183","0.0-17.0","0","100","15","20","","35","20","20","20","40","","53718","{""P0_Q0"":null,""competent_nonnative"":6,""smart_nonnative"":7,""educated_nonnative"":7,""intelligent_nonnative"":8,""successful_nonnative"":7,""P1_Q0"":null,""trustworthy_nonnative"":7,""easy_nonnative"":6,""fluent_nonnative"":5,""strong_nonnative"":9,""P2_Q0"":null,""sociable_nonnative"":6,""friendly_nonnative"":7,""nice_nonnative"":7,""honest_nonnative"":7,""pleasant_nonnative"":7,""P3_Q0"":null,""irritated_nonnative"":6,""interested_nonnative"":7,""enthusiastic_nonnative"":7,""frustrated_nonnative"":6,""annoyed_nonnative"":6,""happy_nonnative"":6}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","17","526669","0.0-18.0","0","100","15","20","","35","20","20","20","40","","132442","{""P0_Q0"":null,""country_native"":""England"",""country_nonnative"":""France"",""learn_future"":""Native speaker"",""P1_Q0"":null,""exposure_nn"":2,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""No"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":7,""naturalness_nonnative"":6,""decision_making"":""Randomly"",""P2_Q4"":""To determine how people utilise betting advice based on who its from"",""P2_Q5"":""""}","[{""P1_Q4"":false}]","","","","","","","survey_checks","","","","",""
