"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1366","625","true","chrome","109.0.0","false","Windows 10","true","61.09","true","true","browser-check","0","997","0.0-0.0","0","75","5","20","","40","10","15","10","40","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","7355","0.0-1.0","0","75","5","20","","40","10","15","10","40","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","30450","0.0-2.0","0","75","5","20","","40","10","15","10","40","","22901","{""prolific_id"":""611bf8b09116e2b85a9657eb"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","36941","0.0-4.0","0","75","5","20","","40","10","15","10","40","","6488","","","[{""page_index"":0,""viewing_time"":6486}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","46004","0.0-5.0-0.0","0","75","5","20","","40","10","15","10","40","","8352","8","","","false","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","57029","0.0-5.1-0.1","0","75","5","20","","40","10","15","10","40","","11019","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","78255","0.0-7.0","0","75","5","20","","40","10","15","10","40","","21225","","","[{""page_index"":0,""viewing_time"":21224}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","80910","0.0-8.0","0","75","5","20","","40","10","15","10","40","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","133353","0.0-9.0","0","75","5","20","","40","10","15","10","40","","52441"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","185553","0.0-10.0","0","75","5","20","","40","10","15","10","40","","213703","{""silversky"":""5""}","","","","","","","","firstbet","no","native","disfluent","17","silversky"
"","","","","","","","","","","","audio-survey-input-response","10","216944","0.0-11.0","0","75","5","20","","40","10","15","10","40","","245042","{""silversky"":"""",""apocalypse"":""20""}","","","","","","","","secondbet","no","nonnative","fluent","17","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","11","257687","0.0-12.0","0","75","5","20","","40","10","15","10","40","","285754","{""silversky"":"""",""apocalypse"":"""",""blackblade"":""10""}","","","","","","","","thirdbet","no","nonnative","disfluent","17","blackblade"
"","","","","","","","","","","","audio-survey-input-response","12","303755","0.0-13.0","0","75","5","20","","40","10","15","10","40","","331780","{""silversky"":"""",""apocalypse"":"""",""blackblade"":"""",""firewalker"":""40""}","","","","","","","","forthbet","no","native","fluent","17","firewalker"
"","","","","","","","","","","","survey-html-form","13","332100","0.0-14.0-0.0-0.0","0","75","5","20","","40","10","15","10","40","","28334","{""silversky"":""10"",""apocalypse"":""15"",""blackblade"":""10"",""firewalker"":""40""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","336248","0.0-15.0","0","75","5","20","","40","10","15","10","40","","4146","","","[{""page_index"":0,""viewing_time"":4145}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","391793","0.0-16.0","0","75","5","20","","40","10","15","10","40","","55317","{""P0_Q0"":null,""competent_native"":4,""smart_native"":4,""educated_native"":5,""intelligent_native"":5,""successful_native"":4,""P1_Q0"":null,""irritated_native"":6,""interested_native"":3,""enthusiastic_native"":3,""frustrated_native"":6,""annoyed_native"":5,""happy_native"":5,""P2_Q0"":null,""trustworthy_native"":3,""easy_native"":7,""fluent_native"":7,""strong_native"":3,""P3_Q0"":null,""sociable_native"":5,""friendly_native"":7,""nice_native"":7,""honest_native"":5,""pleasant_native"":6}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","16","439607","0.0-17.0","0","75","5","20","","40","10","15","10","40","","47697","{""P0_Q0"":null,""sociable_nonnative"":7,""friendly_nonnative"":6,""nice_nonnative"":7,""honest_nonnative"":8,""pleasant_nonnative"":7,""P1_Q0"":null,""trustworthy_nonnative"":6,""easy_nonnative"":8,""fluent_nonnative"":7,""strong_nonnative"":6,""P2_Q0"":null,""competent_nonnative"":6,""smart_nonnative"":7,""educated_nonnative"":7,""intelligent_nonnative"":6,""successful_nonnative"":5,""P3_Q0"":null,""irritated_nonnative"":2,""interested_nonnative"":5,""enthusiastic_nonnative"":4,""frustrated_nonnative"":3,""annoyed_nonnative"":4,""happy_nonnative"":5}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","17","551213","0.0-18.0","0","75","5","20","","40","10","15","10","40","","111504","{""P0_Q0"":null,""country_native"":""Spain"",""country_nonnative"":""Cambridge"",""learn_future"":""Non-native speaker"",""P1_Q0"":null,""exposure_nn"":6,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""Yes"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":2,""naturalness_nonnative"":6,""decision_making"":""Listened to what the people said and picked out any useful facts or information. I also judged on confidence"",""P2_Q4"":""To understand how the speaker influences decision making"",""P2_Q5"":""""}","[{""P1_Q4"":true}]","","","","","","","survey_checks","","","","",""
