"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1280","563","true","chrome","117.0.0","false","Windows 10","true","60.05","true","true","browser-check","0","1012","0.0-0.0","0","90","25","20","40","20","15","20","40","15","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","4498","0.0-1.0","0","90","25","20","40","20","15","20","40","15","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","22258","0.0-2.0","0","90","25","20","40","20","15","20","40","15","","17721","{""prolific_id"":""5b706b32f83de000014cd2a1"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","402357","0.0-4.0","0","90","25","20","40","20","15","20","40","15","","380098","","","[{""page_index"":0,""viewing_time"":380097}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","414473","0.0-5.0-0.0","0","90","25","20","40","20","15","20","40","15","","11061","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","437792","0.0-7.0","0","90","25","20","40","20","15","20","40","15","","23318","","","[{""page_index"":0,""viewing_time"":23318}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","6","438491","0.0-8.0","0","90","25","20","40","20","15","20","40","15","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","7","459546","0.0-9.0","0","90","25","20","40","20","15","20","40","15","","21054"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","8","504202","0.0-10.0","0","90","25","20","40","20","15","20","40","15","","506083","{""blackblade"":""25""}","","","","","","","","firstbet","no","native","disfluent","19","blackblade"
"","","","","","","","","","","","audio-survey-input-response","9","533937","0.0-11.0","0","90","25","20","40","20","15","20","40","15","","535773","{""blackblade"":""25"",""silversky"":""40""}","","","","","","","","secondbet","no","native","fluent","19","silversky"
"","","","","","","","","","","","audio-survey-input-response","10","569904","0.0-12.0","0","90","25","20","40","20","15","20","40","15","","571711","{""blackblade"":"""",""silversky"":""20"",""apocalypse"":""40""}","","","","","","","","thirdbet","no","nonnative","disfluent","19","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","11","599862","0.0-13.0","0","90","25","20","40","20","15","20","40","15","","601633","{""blackblade"":"""",""silversky"":"""",""apocalypse"":"""",""firewalker"":""20""}","","","","","","","","forthbet","no","nonnative","fluent","19","firewalker"
"","","","","","","","","","","","survey-html-form","12","633337","0.0-14.0-0.0-0.0","0","90","25","20","40","20","15","20","40","15","","33471","{""blackblade"":""15"",""silversky"":""20"",""apocalypse"":""40"",""firewalker"":""15""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","13","638977","0.0-15.0","0","90","25","20","40","20","15","20","40","15","","5638","","","[{""page_index"":0,""viewing_time"":5638}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","14","681995","0.0-16.0","0","90","25","20","40","20","15","20","40","15","","42975","{""P0_Q0"":null,""trustworthy_native"":6,""easy_native"":5,""fluent_native"":7,""strong_native"":8,""P1_Q0"":null,""irritated_native"":5,""interested_native"":3,""enthusiastic_native"":3,""frustrated_native"":6,""annoyed_native"":6,""happy_native"":5,""P2_Q0"":null,""competent_native"":9,""smart_native"":7,""educated_native"":8,""intelligent_native"":8,""successful_native"":7,""P3_Q0"":null,""sociable_native"":9,""friendly_native"":8,""nice_native"":8,""honest_native"":9,""pleasant_native"":7}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","15","723418","0.0-17.0","0","90","25","20","40","20","15","20","40","15","","41400","{""P0_Q0"":null,""competent_nonnative"":8,""smart_nonnative"":7,""educated_nonnative"":7,""intelligent_nonnative"":7,""successful_nonnative"":7,""P1_Q0"":null,""trustworthy_nonnative"":9,""easy_nonnative"":7,""fluent_nonnative"":8,""strong_nonnative"":8,""P2_Q0"":null,""irritated_nonnative"":2,""interested_nonnative"":5,""enthusiastic_nonnative"":4,""frustrated_nonnative"":3,""annoyed_nonnative"":3,""happy_nonnative"":5,""P3_Q0"":null,""sociable_nonnative"":9,""friendly_nonnative"":9,""nice_nonnative"":7,""honest_nonnative"":7,""pleasant_nonnative"":7}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","16","787035","0.0-18.0","0","90","25","20","40","20","15","20","40","15","","63591","{""P0_Q0"":null,""country_native"":""spain"",""country_nonnative"":""northern england"",""learn_future"":""Non-native speaker"",""P1_Q0"":null,""exposure_nn"":7,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""Yes"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":6,""naturalness_nonnative"":9,""decision_making"":""previous results"",""P2_Q4"":""find out about preconceptions of native vs non native speakers"",""P2_Q5"":""""}","[{""P1_Q4"":false},{""P1_Q4"":true}]","","","","","","","survey_checks","","","","",""
