"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1272","606","true","edge-chromium","118.0.2088","false","Windows 10","true","60.8","true","true","browser-check","0","998","0.0-0.0","0","100","40","30","20","20","40","30","10","20","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","3632","0.0-1.0","0","100","40","30","20","20","40","30","10","20","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","43242","0.0-2.0","0","100","40","30","20","20","40","30","10","20","","39456","{""prolific_id"":""64402288403028bd9abd98a7"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","49655","0.0-4.0","0","100","40","30","20","20","40","30","10","20","","6411","","","[{""page_index"":0,""viewing_time"":6410}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","57002","0.0-5.0-0.0","0","100","40","30","20","20","40","30","10","20","","6680","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","69644","0.0-7.0","0","100","40","30","20","20","40","30","10","20","","12639","","","[{""page_index"":0,""viewing_time"":12639}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","6","69917","0.0-8.0","0","100","40","30","20","20","40","30","10","20","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","7","101727","0.0-9.0","0","100","40","30","20","20","40","30","10","20","","31808","enter","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","8","152835","0.0-10.0","0","100","40","30","20","20","40","30","10","20","","156780","{""blackblade"":""30""}","","","","","","","","firstbet","no","native","disfluent","15","blackblade"
"","","","","","","","","","","","audio-survey-input-response","9","189548","0.0-11.0","0","100","40","30","20","20","40","30","10","20","","193443","{""blackblade"":""40"",""firewalker"":""30""}","","","","","","","","secondbet","no","native","fluent","15","firewalker"
"","","","","","","","","","","","audio-survey-input-response","10","234037","0.0-12.0","0","100","40","30","20","20","40","30","10","20","","237896","{""blackblade"":"""",""firewalker"":"""",""silversky"":""20""}","","","","","","","","thirdbet","no","nonnative","disfluent","15","silversky"
"","","","","","","","","","","","audio-survey-input-response","11","263037","0.0-13.0","0","100","40","30","20","20","40","30","10","20","","266852","{""blackblade"":"""",""firewalker"":"""",""silversky"":"""",""apocalypse"":""20""}","","","","","","","","forthbet","no","nonnative","fluent","15","apocalypse"
"","","","","","","","","","","","survey-html-form","12","300404","0.0-14.0-0.0-0.0","0","100","40","30","20","20","40","30","10","20","","37355","{""blackblade"":""40"",""firewalker"":""30"",""silversky"":""10"",""apocalypse"":""20""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","13","305452","0.0-15.0","0","100","40","30","20","20","40","30","10","20","","5044","","","[{""page_index"":0,""viewing_time"":5044}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","14","344402","0.0-16.0","0","100","40","30","20","20","40","30","10","20","","38867","{""P0_Q0"":null,""sociable_native"":3,""friendly_native"":3,""nice_native"":4,""honest_native"":5,""pleasant_native"":5,""P1_Q0"":null,""trustworthy_native"":6,""easy_native"":7,""fluent_native"":7,""strong_native"":8,""P2_Q0"":null,""irritated_native"":6,""interested_native"":3,""enthusiastic_native"":2,""frustrated_native"":5,""annoyed_native"":5,""happy_native"":4,""P3_Q0"":null,""competent_native"":6,""smart_native"":6,""educated_native"":6,""intelligent_native"":6,""successful_native"":7}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","15","385693","0.0-17.0","0","100","40","30","20","20","40","30","10","20","","41217","{""P0_Q0"":null,""irritated_nonnative"":1,""interested_nonnative"":5,""enthusiastic_nonnative"":5,""frustrated_nonnative"":1,""annoyed_nonnative"":1,""happy_nonnative"":5,""P1_Q0"":null,""trustworthy_nonnative"":6,""easy_nonnative"":7,""fluent_nonnative"":7,""strong_nonnative"":8,""P2_Q0"":null,""sociable_nonnative"":8,""friendly_nonnative"":8,""nice_nonnative"":8,""honest_nonnative"":6,""pleasant_nonnative"":8,""P3_Q0"":null,""competent_nonnative"":7,""smart_nonnative"":7,""educated_nonnative"":7,""intelligent_nonnative"":7,""successful_nonnative"":8}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","16","472577","0.0-18.0","0","100","40","30","20","20","40","30","10","20","","86808","{""P0_Q0"":null,""country_native"":""England"",""country_nonnative"":""Spain"",""learn_future"":""Non-native speaker"",""P1_Q0"":null,""exposure_nn"":7,""exposure_n"":7,""P1_Q3"":null,""P1_Q4"":""Yes"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":4,""naturalness_nonnative"":7,""decision_making"":""I listened to the feedback and judged it based on what the speakers said. For example, if they reported there was confidence in the horse from officials then I felt it was a safe bet."",""P2_Q4"":""To determine how you take in information dependant on the speaker and accent."",""P2_Q5"":""""}","[{""P1_Q4"":true}]","","","","","","","survey_checks","","","","",""
