"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"2512","1326","true","edge-chromium","117.0.2045","false","Windows 10","true","60.41","true","true","browser-check","0","1008","0.0-0.0","100","0","5","20","40","35","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","4162","0.0-1.0","100","0","5","20","40","35","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","20391","0.0-2.0","100","0","5","20","40","35","","16170","{""prolific_id"":""5f3fb6ae2cd459039ca329da"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","36421","0.0-4.0","100","0","5","20","40","35","","16030","","","[{""page_index"":0,""viewing_time"":16029}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","45507","0.0-5.0-0.0","100","0","5","20","40","35","","8949","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","80054","0.0-7.0","100","0","5","20","40","35","","34546","","","[{""page_index"":0,""viewing_time"":34546}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","6","80354","0.0-8.0","100","0","5","20","40","35","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","7","112562","0.0-9.0","100","0","5","20","40","35","","32207"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","8","155770","0.0-10.0","100","0","5","20","40","35","","157302","{""blackblade"":""15""}","","","","","","","","firstbet","no","nonnative","fluent","10","blackblade"
"","","","","","","","","","","","audio-survey-input-response","9","189662","0.0-11.0","100","0","5","20","40","35","","191151","{""blackblade"":"""",""silversky"":""30""}","","","","","","","","secondbet","no","native","fluent","10","silversky"
"","","","","","","","","","","","audio-survey-input-response","10","235741","0.0-12.0","100","0","5","20","40","35","","237197","{""blackblade"":"""",""silversky"":"""",""firewalker"":""40""}","","","","","","","","thirdbet","no","nonnative","disfluent","10","firewalker"
"","","","","","","","","","","","audio-survey-input-response","11","296767","0.0-13.0","100","0","5","20","40","35","","298176","{""blackblade"":""5"",""silversky"":""20"",""firewalker"":"""",""apocalypse"":""35""}","","","","","","","","forthbet","no","native","disfluent","10","apocalypse"
"","","","","","","","","","","","instructions","12","303270","0.0-15.0","100","0","5","20","40","35","","6501","","","[{""page_index"":0,""viewing_time"":6501}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","13","361308","0.0-16.0","100","0","5","20","40","35","","57994","{""P0_Q0"":null,""irritated_nonnative"":3,""interested_nonnative"":2,""enthusiastic_nonnative"":2,""frustrated_nonnative"":7,""annoyed_nonnative"":4,""happy_nonnative"":5,""P1_Q0"":null,""competent_nonnative"":5,""smart_nonnative"":6,""educated_nonnative"":6,""intelligent_nonnative"":6,""successful_nonnative"":6,""P2_Q0"":null,""trustworthy_nonnative"":6,""easy_nonnative"":1,""fluent_nonnative"":5,""strong_nonnative"":8,""P3_Q0"":null,""sociable_nonnative"":7,""friendly_nonnative"":8,""nice_nonnative"":7,""honest_nonnative"":7,""pleasant_nonnative"":7}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","14","408902","0.0-17.0","100","0","5","20","40","35","","47572","{""P0_Q0"":null,""sociable_native"":6,""friendly_native"":7,""nice_native"":6,""honest_native"":7,""pleasant_native"":7,""P1_Q0"":null,""competent_native"":7,""smart_native"":7,""educated_native"":7,""intelligent_native"":7,""successful_native"":7,""P2_Q0"":null,""irritated_native"":2,""interested_native"":2,""enthusiastic_native"":2,""frustrated_native"":3,""annoyed_native"":2,""happy_native"":4,""P3_Q0"":null,""trustworthy_native"":7,""easy_native"":9,""fluent_native"":9,""strong_native"":2}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","15","487287","0.0-18.0","100","0","5","20","40","35","","78364","{""P0_Q0"":null,""country_native"":""manchester"",""country_nonnative"":""spain"",""learn_future"":""Native speaker"",""P1_Q0"":null,""exposure_nn"":3,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""Yes"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":2,""naturalness_nonnative"":2,""decision_making"":""I tried to follow what the speakers were saying"",""P2_Q4"":"""",""P2_Q5"":""""}","[{""P1_Q4"":true}]","","","","","","","survey_checks","","","","",""
