"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1536","707","true","chrome","118.0.0","false","Windows 10","true","144.23","true","true","browser-check","0","421","0.0-0.0","100","0","5","10","70","15","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","7991","0.0-1.0","100","0","5","10","70","15","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","24562","0.0-2.0","100","0","5","10","70","15","","16544","{""prolific_id"":""601a3b26e9531b22dc95dd8c"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","30207","0.0-4.0","100","0","5","10","70","15","","5644","","","[{""page_index"":0,""viewing_time"":5644}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","39863","0.0-5.0-0.0","100","0","5","10","70","15","","9480","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","71963","0.0-7.0","100","0","5","10","70","15","","32099","","","[{""page_index"":0,""viewing_time"":32099}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","6","72322","0.0-8.0","100","0","5","10","70","15","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","7","95105","0.0-9.0","100","0","5","10","70","15","","22782"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","8","143739","0.0-10.0","100","0","5","10","70","15","","155737","{""silversky"":""10""}","","","","","","","","firstbet","no","native","fluent","18","silversky"
"","","","","","","","","","","","audio-survey-input-response","9","182663","0.0-11.0","100","0","5","10","70","15","","194613","{""silversky"":"""",""blackblade"":""20""}","","","","","","","","secondbet","no","nonnative","disfluent","18","blackblade"
"","","","","","","","","","","","audio-survey-input-response","10","223238","0.0-12.0","100","0","5","10","70","15","","235149","{""silversky"":""5"",""blackblade"":"""",""apocalypse"":""70""}","","","","","","","","thirdbet","no","nonnative","fluent","18","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","11","276589","0.0-13.0","100","0","5","10","70","15","","288460","{""silversky"":"""",""blackblade"":""10"",""apocalypse"":"""",""firewalker"":""15""}","","","","","","","","forthbet","no","native","disfluent","18","firewalker"
"","","","","","","","","","","","instructions","12","281276","0.0-15.0","100","0","5","10","70","15","","4686","","","[{""page_index"":0,""viewing_time"":4686}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","13","328007","0.0-16.0","100","0","5","10","70","15","","46704","{""P0_Q0"":null,""competent_nonnative"":8,""smart_nonnative"":9,""educated_nonnative"":9,""intelligent_nonnative"":9,""successful_nonnative"":9,""P1_Q0"":null,""irritated_nonnative"":2,""interested_nonnative"":8,""enthusiastic_nonnative"":8,""frustrated_nonnative"":3,""annoyed_nonnative"":2,""happy_nonnative"":9,""P2_Q0"":null,""sociable_nonnative"":9,""friendly_nonnative"":9,""nice_nonnative"":9,""honest_nonnative"":9,""pleasant_nonnative"":9,""P3_Q0"":null,""trustworthy_nonnative"":9,""easy_nonnative"":7,""fluent_nonnative"":8,""strong_nonnative"":8}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","14","371767","0.0-17.0","100","0","5","10","70","15","","43748","{""P0_Q0"":null,""trustworthy_native"":4,""easy_native"":7,""fluent_native"":5,""strong_native"":7,""P1_Q0"":null,""sociable_native"":6,""friendly_native"":6,""nice_native"":9,""honest_native"":6,""pleasant_native"":9,""P2_Q0"":null,""competent_native"":4,""smart_native"":4,""educated_native"":4,""intelligent_native"":6,""successful_native"":5,""P3_Q0"":null,""irritated_native"":4,""interested_native"":3,""enthusiastic_native"":3,""frustrated_native"":5,""annoyed_native"":5,""happy_native"":6}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","15","468355","0.0-18.0","100","0","5","10","70","15","","96572","{""P0_Q0"":null,""country_native"":""Sheffield"",""country_nonnative"":""Spain"",""learn_future"":""Non-native speaker"",""P1_Q0"":null,""exposure_nn"":3,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""No"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":2,""naturalness_nonnative"":7,""decision_making"":""by what the speaker was saying about each horse"",""P2_Q4"":""stereotypes about accents"",""P2_Q5"":""""}","[{""P1_Q4"":false}]","","","","","","","survey_checks","","","","",""
