"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1399","724","true","safari","16.5.1","false","Mac OS","true","59.88","true","true","browser-check","0","1017","0.0-0.0","0","100","45","10","10","45","45","10","10","35","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","4199","0.0-1.0","0","100","45","10","10","45","45","10","10","35","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","21391","0.0-2.0","0","100","45","10","10","45","45","10","10","35","","17040","{""prolific_id"":""5e1c5adeba913244d9ad02b7"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","33679","0.0-4.0","0","100","45","10","10","45","45","10","10","35","","12286","","","[{""page_index"":0,""viewing_time"":12283}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","41229","0.0-5.0-0.0","0","100","45","10","10","45","45","10","10","35","","7155","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","62803","0.0-7.0","0","100","45","10","10","45","45","10","10","35","","21573","","","[{""page_index"":0,""viewing_time"":21572}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","6","63262","0.0-8.0","0","100","45","10","10","45","45","10","10","35","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","7","91330","0.0-9.0","0","100","45","10","10","45","45","10","10","35","","28066"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","8","143118","0.0-10.0","0","100","45","10","10","45","45","10","10","35","","145416","{""apocalypse"":""20""}","","","","","","","","firstbet","no","native","disfluent","9","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","9","173677","0.0-11.0","0","100","45","10","10","45","45","10","10","35","","175924","{""apocalypse"":"""",""firewalker"":""15""}","","","","","","","","secondbet","no","nonnative","fluent","9","firewalker"
"","","","","","","","","","","","audio-survey-input-response","10","226534","0.0-12.0","0","100","45","10","10","45","45","10","10","35","","228750","{""apocalypse"":""30"",""firewalker"":"""",""blackblade"":""10""}","","","","","","","","thirdbet","no","nonnative","disfluent","9","blackblade"
"","","","","","","","","","","","audio-survey-input-response","11","290699","0.0-13.0","0","100","45","10","10","45","45","10","10","35","","292862","{""apocalypse"":""45"",""firewalker"":""10"",""blackblade"":"""",""silversky"":""45""}","","","","","","","","forthbet","no","native","fluent","9","silversky"
"","","","","","","","","","","","survey-html-form","12","310646","0.0-14.0-0.0-0.0","0","100","45","10","10","45","45","10","10","35","","19943","{""apocalypse"":""45"",""firewalker"":""10"",""blackblade"":""10"",""silversky"":""35""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","13","317485","0.0-15.0","0","100","45","10","10","45","45","10","10","35","","6837","","","[{""page_index"":0,""viewing_time"":6837}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","14","368512","0.0-16.0","0","100","45","10","10","45","45","10","10","35","","50880","{""P0_Q0"":null,""trustworthy_nonnative"":8,""easy_nonnative"":6,""fluent_nonnative"":7,""strong_nonnative"":8,""P1_Q0"":null,""irritated_nonnative"":9,""interested_nonnative"":1,""enthusiastic_nonnative"":1,""frustrated_nonnative"":9,""annoyed_nonnative"":9,""happy_nonnative"":1,""P2_Q0"":null,""sociable_nonnative"":7,""friendly_nonnative"":7,""nice_nonnative"":7,""honest_nonnative"":8,""pleasant_nonnative"":7,""P3_Q0"":null,""competent_nonnative"":1,""smart_nonnative"":3,""educated_nonnative"":3,""intelligent_nonnative"":3,""successful_nonnative"":2}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","15","416531","0.0-17.0","0","100","45","10","10","45","45","10","10","35","","47940","{""P0_Q0"":null,""irritated_native"":9,""interested_native"":1,""enthusiastic_native"":1,""frustrated_native"":9,""annoyed_native"":9,""happy_native"":1,""P1_Q0"":null,""competent_native"":2,""smart_native"":2,""educated_native"":2,""intelligent_native"":2,""successful_native"":2,""P2_Q0"":null,""trustworthy_native"":2,""easy_native"":5,""fluent_native"":3,""strong_native"":1,""P3_Q0"":null,""sociable_native"":1,""friendly_native"":2,""nice_native"":2,""honest_native"":3,""pleasant_native"":2}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","16","489195","0.0-18.0","0","100","45","10","10","45","45","10","10","35","","72592","{""P0_Q0"":null,""country_native"":""England"",""country_nonnative"":""France"",""learn_future"":""Non-native speaker"",""P1_Q0"":null,""exposure_nn"":3,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""Yes"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":1,""naturalness_nonnative"":1,""decision_making"":""I listened to if they had won any previous races, or where they were ranked in previous races."",""P2_Q4"":"""",""P2_Q5"":""""}","[{""P1_Q4"":true}]","","","","","","","survey_checks","","","","",""
