"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"2560","1315","true","chrome","117.0.0","false","Windows 10","true","120.29","true","true","browser-check","0","501","0.0-0.0","100","0","20","30","10","40","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","3399","0.0-1.0","100","0","20","30","10","40","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","19670","0.0-2.0","100","0","20","30","10","40","","16248","{""prolific_id"":""63cff0af0590aa1bb5a058e6"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","25426","0.0-4.0","100","0","20","30","10","40","","5756","","","[{""page_index"":0,""viewing_time"":5756}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","33857","0.0-5.0-0.0","100","0","20","30","10","40","","8352","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","62858","0.0-7.0","100","0","20","30","10","40","","29000","","","[{""page_index"":0,""viewing_time"":29000}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","6","63061","0.0-8.0","100","0","20","30","10","40","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","7","94219","0.0-9.0","100","0","20","30","10","40","","31157","arrowright","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","8","130485","0.0-10.0","100","0","20","30","10","40","","130890","{""blackblade"":""20""}","","","","","","","","firstbet","no","nonnative","fluent","8","blackblade"
"","","","","","","","","","","","audio-survey-input-response","9","158663","0.0-11.0","100","0","20","30","10","40","","159032","{""blackblade"":"""",""firewalker"":""30""}","","","","","","","","secondbet","no","native","fluent","8","firewalker"
"","","","","","","","","","","","audio-survey-input-response","10","199306","0.0-12.0","100","0","20","30","10","40","","199647","{""blackblade"":"""",""firewalker"":"""",""apocalypse"":""20""}","","","","","","","","thirdbet","no","native","disfluent","8","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","11","248224","0.0-13.0","100","0","20","30","10","40","","248525","{""blackblade"":"""",""firewalker"":"""",""apocalypse"":""10"",""silversky"":""40""}","","","","","","","","forthbet","no","nonnative","disfluent","8","silversky"
"","","","","","","","","","","","instructions","12","253501","0.0-15.0","100","0","20","30","10","40","","5276","","","[{""page_index"":0,""viewing_time"":5276}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","13","328765","0.0-16.0","100","0","20","30","10","40","","75244","{""P0_Q0"":null,""competent_native"":7,""smart_native"":7,""educated_native"":8,""intelligent_native"":7,""successful_native"":6,""P1_Q0"":null,""irritated_native"":3,""interested_native"":4,""enthusiastic_native"":5,""frustrated_native"":3,""annoyed_native"":2,""happy_native"":4,""P2_Q0"":null,""sociable_native"":8,""friendly_native"":8,""nice_native"":9,""honest_native"":8,""pleasant_native"":8,""P3_Q0"":null,""trustworthy_native"":8,""easy_native"":9,""fluent_native"":9,""strong_native"":6}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","14","397204","0.0-17.0","100","0","20","30","10","40","","68427","{""P0_Q0"":null,""competent_nonnative"":6,""smart_nonnative"":6,""educated_nonnative"":7,""intelligent_nonnative"":7,""successful_nonnative"":7,""P1_Q0"":null,""irritated_nonnative"":3,""interested_nonnative"":5,""enthusiastic_nonnative"":6,""frustrated_nonnative"":3,""annoyed_nonnative"":3,""happy_nonnative"":5,""P2_Q0"":null,""sociable_nonnative"":6,""friendly_nonnative"":6,""nice_nonnative"":7,""honest_nonnative"":7,""pleasant_nonnative"":6,""P3_Q0"":null,""trustworthy_nonnative"":6,""easy_nonnative"":4,""fluent_nonnative"":4,""strong_nonnative"":6}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","15","655915","0.0-18.0","100","0","20","30","10","40","","258700","{""P0_Q0"":null,""country_native"":""No"",""country_nonnative"":""No"",""learn_future"":""Native speaker"",""P1_Q0"":null,""exposure_nn"":7,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""Yes"",""P1_Q5"":2,""P2_Q0"":null,""naturalness_native"":3,""naturalness_nonnative"":3,""decision_making"":""Based on how confident the speakers sounded about the horses, as well as mentions of the horses previous placements"",""P2_Q4"":""Identify betting habits based on the 'experts' perception of a horse and how the experts voice may affect that "",""P2_Q5"":""""}","[{""P1_Q4"":true}]","","","","","","","survey_checks","","","","",""
