"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1536","747","true","chrome","118.0.0","false","Windows 10","true","60.13","true","true","browser-check","0","5005","0.0-0.0","0","70","15","20","","20","15","20","15","20","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","12448","0.0-1.0","0","70","15","20","","20","15","20","15","20","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","26692","0.0-2.0","0","70","15","20","","20","15","20","15","20","","14197","{""prolific_id"":""616c98c5821cbeeffb348e40"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","40436","0.0-4.0","0","70","15","20","","20","15","20","15","20","","13743","","","[{""page_index"":0,""viewing_time"":13743}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","47851","0.0-5.0-0.0","0","70","15","20","","20","15","20","15","20","","7240","8","","","false","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","53225","0.0-5.1-0.1","0","70","15","20","","20","15","20","15","20","","5379","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","94054","0.0-7.0","0","70","15","20","","20","15","20","15","20","","40828","","","[{""page_index"":0,""viewing_time"":40828}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","94337","0.0-8.0","0","70","15","20","","20","15","20","15","20","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","121001","0.0-9.0","0","70","15","20","","20","15","20","15","20","","26663"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","169435","0.0-10.0","0","70","15","20","","20","15","20","15","20","","171436","{""apocalypse"":""15""}","","","","","","","","firstbet","no","nonnative","fluent","15","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","10","212590","0.0-11.0","0","70","15","20","","20","15","20","15","20","","214543","{""apocalypse"":"""",""firewalker"":""20""}","","","","","","","","secondbet","no","native","fluent","15","firewalker"
"","","","","","","","","","","","audio-survey-input-response","11","261264","0.0-12.0","0","70","15","20","","20","15","20","15","20","","263182","{""apocalypse"":"""",""firewalker"":"""",""blackblade"":""10""}","","","","","","","","thirdbet","no","native","disfluent","15","blackblade"
"","","","","","","","","","","","audio-survey-input-response","12","305714","0.0-13.0","0","70","15","20","","20","15","20","15","20","","307575","{""apocalypse"":"""",""firewalker"":"""",""blackblade"":"""",""silversky"":""20""}","","","","","","","","forthbet","no","nonnative","disfluent","15","silversky"
"","","","","","","","","","","","survey-html-form","13","342648","0.0-14.0-0.0-0.0","0","70","15","20","","20","15","20","15","20","","36932","{""apocalypse"":""15"",""firewalker"":""20"",""blackblade"":""15"",""silversky"":""20""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","350180","0.0-15.0","0","70","15","20","","20","15","20","15","20","","7531","","","[{""page_index"":0,""viewing_time"":7531}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","403332","0.0-16.0","0","70","15","20","","20","15","20","15","20","","53114","{""P0_Q0"":null,""competent_native"":5,""smart_native"":5,""educated_native"":6,""intelligent_native"":5,""successful_native"":6,""P1_Q0"":null,""sociable_native"":5,""friendly_native"":5,""nice_native"":6,""honest_native"":5,""pleasant_native"":6,""P2_Q0"":null,""trustworthy_native"":5,""easy_native"":7,""fluent_native"":7,""strong_native"":7,""P3_Q0"":null,""irritated_native"":3,""interested_native"":6,""enthusiastic_native"":4,""frustrated_native"":3,""annoyed_native"":3,""happy_native"":6}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","16","447249","0.0-17.0","0","70","15","20","","20","15","20","15","20","","43896","{""P0_Q0"":null,""irritated_nonnative"":2,""interested_nonnative"":6,""enthusiastic_nonnative"":5,""frustrated_nonnative"":2,""annoyed_nonnative"":2,""happy_nonnative"":6,""P1_Q0"":null,""competent_nonnative"":5,""smart_nonnative"":7,""educated_nonnative"":7,""intelligent_nonnative"":6,""successful_nonnative"":7,""P2_Q0"":null,""trustworthy_nonnative"":6,""easy_nonnative"":6,""fluent_nonnative"":7,""strong_nonnative"":7,""P3_Q0"":null,""sociable_nonnative"":6,""friendly_nonnative"":6,""nice_nonnative"":7,""honest_nonnative"":5,""pleasant_nonnative"":7}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","17","517142","0.0-18.0","0","70","15","20","","20","15","20","15","20","","69866","{""P0_Q0"":null,""country_native"":""no"",""country_nonnative"":""no"",""learn_future"":""Non-native speaker"",""P1_Q0"":null,""exposure_nn"":6,""exposure_n"":8,""P1_Q3"":null,""P1_Q4"":""Yes"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":5,""naturalness_nonnative"":7,""decision_making"":""listened to what they had to say"",""P2_Q4"":""to see if people bet more with the native speaker"",""P2_Q5"":""""}","[{""P1_Q4"":true}]","","","","","","","survey_checks","","","","",""
