"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1536","707","true","chrome","116.0.0","false","Windows 10","true","60.03","true","true","browser-check","0","1014","0.0-0.0","100","0","10","10","30","50","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","3967","0.0-1.0","100","0","10","10","30","50","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","15086","0.0-2.0","100","0","10","10","30","50","","11064","{""prolific_id"":""58e8bc6bc9cd200001b71e8d"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":false},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","3","25904","0.0-3.0-0.0","100","0","10","10","30","50","","10816","control","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","4","31852","0.0-4.0","100","0","10","10","30","50","","5948","","","[{""page_index"":0,""viewing_time"":5947}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","40042","0.0-5.0-0.0","100","0","10","10","30","50","","7744","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","59871","0.0-7.0","100","0","10","10","30","50","","19828","","","[{""page_index"":0,""viewing_time"":19828}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","62348","0.0-8.0","100","0","10","10","30","50","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","76871","0.0-9.0","100","0","10","10","30","50","","14523"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","115203","0.0-10.0","100","0","10","10","30","50","","119268","{""blackblade"":""10""}","","","","","","","","firstbet","no","native","disfluent","5","blackblade"
"","","","","","","","","","","","audio-survey-input-response","10","169062","0.0-11.0","100","0","10","10","30","50","","173089","{""blackblade"":"""",""silversky"":""10""}","","","","","","","","secondbet","no","nonnative","disfluent","5","silversky"
"","","","","","","","","","","","audio-survey-input-response","11","197786","0.0-12.0","100","0","10","10","30","50","","201759","{""blackblade"":"""",""silversky"":"""",""firewalker"":""40""}","","","","","","","","thirdbet","no","nonnative","fluent","5","firewalker"
"","","","","","","","","","","","audio-survey-input-response","12","229598","0.0-13.0","100","0","10","10","30","50","","233542","{""blackblade"":"""",""silversky"":"""",""firewalker"":""30"",""apocalypse"":""50""}","","","","","","","","forthbet","no","native","fluent","5","apocalypse"
"","","","","","","","","","","","instructions","13","233756","0.0-15.0","100","0","10","10","30","50","","4157","","","[{""page_index"":0,""viewing_time"":4156}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","14","272167","0.0-16.0","100","0","10","10","30","50","","38363","{""P0_Q0"":null,""trustworthy_nonnative"":6,""easy_nonnative"":3,""fluent_nonnative"":3,""strong_nonnative"":4,""P1_Q0"":null,""irritated_nonnative"":3,""interested_nonnative"":3,""enthusiastic_nonnative"":1,""frustrated_nonnative"":6,""annoyed_nonnative"":7,""happy_nonnative"":5,""P2_Q0"":null,""competent_nonnative"":5,""smart_nonnative"":5,""educated_nonnative"":4,""intelligent_nonnative"":5,""successful_nonnative"":4,""P3_Q0"":null,""sociable_nonnative"":2,""friendly_nonnative"":4,""nice_nonnative"":4,""honest_nonnative"":6,""pleasant_nonnative"":4}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","15","308199","0.0-17.0","100","0","10","10","30","50","","36010","{""P0_Q0"":null,""competent_native"":5,""smart_native"":4,""educated_native"":5,""intelligent_native"":4,""successful_native"":5,""P1_Q0"":null,""sociable_native"":5,""friendly_native"":4,""nice_native"":5,""honest_native"":4,""pleasant_native"":5,""P2_Q0"":null,""irritated_native"":4,""interested_native"":4,""enthusiastic_native"":4,""frustrated_native"":5,""annoyed_native"":3,""happy_native"":2,""P3_Q0"":null,""trustworthy_native"":5,""easy_native"":3,""fluent_native"":6,""strong_native"":6}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","16","389216","0.0-18.0","100","0","10","10","30","50","","80991","{""P0_Q0"":null,""country_native"":""north?"",""country_nonnative"":""spain?"",""learn_future"":""Native speaker"",""P1_Q0"":null,""exposure_nn"":5,""exposure_n"":7,""P1_Q3"":null,""P1_Q4"":""No"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":6,""naturalness_nonnative"":5,""decision_making"":""based on what they said but also a bit randomly"",""P2_Q4"":"""",""P2_Q5"":""it screened me out even though i met the criteria but i think that was a glitch because then it continued and i completed the whole survey""}","[{""P1_Q4"":false}]","","","","","","","survey_checks","","","","",""
