"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1179","619","true","chrome","117.0.0","false","Windows 10","true","30.35","false","false","browser-check","0","2000","0.0-0.0","0","100","20","45","","15","20","45","20","15","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","5015","0.0-1.0","0","100","20","45","","15","20","45","20","15","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","26233","0.0-2.0","0","100","20","45","","15","20","45","20","15","","21148","{""prolific_id"":""6418b45b47db2344473049d0"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","68950","0.0-4.0","0","100","20","45","","15","20","45","20","15","","42717","","","[{""page_index"":0,""viewing_time"":42716}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","79769","0.0-5.0-0.0","0","100","20","45","","15","20","45","20","15","","10551","8","","","false","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","89795","0.0-5.1-0.1","0","100","20","45","","15","20","45","20","15","","10019","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","110479","0.0-7.0","0","100","20","45","","15","20","45","20","15","","20683","","","[{""page_index"":0,""viewing_time"":20683}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","110831","0.0-8.0","0","100","20","45","","15","20","45","20","15","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","133222","0.0-9.0","0","100","20","45","","15","20","45","20","15","","22389","enter","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","181342","0.0-10.0","0","100","20","45","","15","20","45","20","15","","181943","{""apocalypse"":""20""}","","","","","","","","firstbet","no","nonnative","disfluent","19","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","10","211581","0.0-11.0","0","100","20","45","","15","20","45","20","15","","212134","{""apocalypse"":"""",""firewalker"":""45""}","","","","","","","","secondbet","no","nonnative","fluent","19","firewalker"
"","","","","","","","","","","","audio-survey-input-response","11","253480","0.0-12.0","0","100","20","45","","15","20","45","20","15","","254002","{""apocalypse"":"""",""firewalker"":"""",""blackblade"":""20""}","","","","","","","","thirdbet","no","native","disfluent","19","blackblade"
"","","","","","","","","","","","audio-survey-input-response","12","284209","0.0-13.0","0","100","20","45","","15","20","45","20","15","","284689","{""apocalypse"":"""",""firewalker"":"""",""blackblade"":"""",""silversky"":""15""}","","","","","","","","forthbet","no","native","fluent","19","silversky"
"","","","","","","","","","","","survey-html-form","13","315568","0.0-14.0-0.0-0.0","0","100","20","45","","15","20","45","20","15","","31356","{""apocalypse"":""20"",""firewalker"":""45"",""blackblade"":""20"",""silversky"":""15""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","323248","0.0-15.0","0","100","20","45","","15","20","45","20","15","","7679","","","[{""page_index"":0,""viewing_time"":7679}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","380437","0.0-16.0","0","100","20","45","","15","20","45","20","15","","57131","{""P0_Q0"":null,""irritated_native"":1,""interested_native"":9,""enthusiastic_native"":4,""frustrated_native"":6,""annoyed_native"":2,""happy_native"":5,""P1_Q0"":null,""sociable_native"":9,""friendly_native"":9,""nice_native"":9,""honest_native"":9,""pleasant_native"":9,""P2_Q0"":null,""competent_native"":5,""smart_native"":7,""educated_native"":8,""intelligent_native"":8,""successful_native"":8,""P3_Q0"":null,""trustworthy_native"":8,""easy_native"":8,""fluent_native"":8,""strong_native"":5}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","16","419375","0.0-17.0","0","100","20","45","","15","20","45","20","15","","38904","{""P0_Q0"":null,""irritated_nonnative"":1,""interested_nonnative"":9,""enthusiastic_nonnative"":7,""frustrated_nonnative"":1,""annoyed_nonnative"":1,""happy_nonnative"":5,""P1_Q0"":null,""competent_nonnative"":9,""smart_nonnative"":8,""educated_nonnative"":8,""intelligent_nonnative"":8,""successful_nonnative"":8,""P2_Q0"":null,""sociable_nonnative"":9,""friendly_nonnative"":9,""nice_nonnative"":9,""honest_nonnative"":9,""pleasant_nonnative"":9,""P3_Q0"":null,""trustworthy_nonnative"":9,""easy_nonnative"":9,""fluent_nonnative"":9,""strong_nonnative"":9}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","17","528370","0.0-18.0","0","100","20","45","","15","20","45","20","15","","108960","{""P0_Q0"":null,""country_native"":""Oxford"",""country_nonnative"":""France"",""learn_future"":""Non-native speaker"",""P1_Q0"":null,""exposure_nn"":9,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""Yes"",""P1_Q5"":3,""P2_Q0"":null,""naturalness_native"":4,""naturalness_nonnative"":9,""decision_making"":""By the descriptions of the horses"",""P2_Q4"":""to see how people perceive native and non-native English speakers "",""P2_Q5"":""""}","[{""P1_Q4"":true}]","","","","","","","survey_checks","","","","",""
