"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1920","1043","true","chrome","117.0.0","false","Windows 10","true","60.67","true","true","browser-check","0","992","0.0-0.0","100","0","35","20","20","25","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","3626","0.0-1.0","100","0","35","20","20","25","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","11421","0.0-2.0","100","0","35","20","20","25","","7760","{""prolific_id"":""596e4932afd8a4000160f690"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","12361","0.0-4.0","100","0","35","20","20","25","","940","","","[{""page_index"":0,""viewing_time"":940}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","17994","0.0-5.0-0.0","100","0","35","20","20","25","","5120","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","18841","0.0-7.0","100","0","35","20","20","25","","847","","","[{""page_index"":0,""viewing_time"":847}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","6","31293","0.0-8.0","100","0","35","20","20","25","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","7","33730","0.0-9.0","100","0","35","20","20","25","","2437"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","8","62399","0.0-10.0","100","0","35","20","20","25","","68498","{""silversky"":""35""}","","","","","","","","firstbet","no","nonnative","fluent","1","silversky"
"","","","","","","","","","","","audio-survey-input-response","9","100871","0.0-11.0","100","0","35","20","20","25","","106941","{""silversky"":"""",""blackblade"":""15""}","","","","","","","","secondbet","no","nonnative","disfluent","1","blackblade"
"","","","","","","","","","","","audio-survey-input-response","10","127239","0.0-12.0","100","0","35","20","20","25","","133271","{""silversky"":"""",""blackblade"":"""",""apocalypse"":""20""}","","","","","","","","thirdbet","no","native","fluent","1","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","11","179751","0.0-13.0","100","0","35","20","20","25","","185756","{""silversky"":"""",""blackblade"":""20"",""apocalypse"":"""",""firewalker"":""25""}","","","","","","","","forthbet","no","native","disfluent","1","firewalker"
"","","","","","","","","","","","instructions","12","181719","0.0-15.0","100","0","35","20","20","25","","1967","","","[{""page_index"":0,""viewing_time"":1967}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","13","253848","0.0-16.0","100","0","35","20","20","25","","72096","{""P0_Q0"":null,""trustworthy_native"":5,""easy_native"":8,""fluent_native"":8,""strong_native"":5,""P1_Q0"":null,""irritated_native"":5,""interested_native"":5,""enthusiastic_native"":1,""frustrated_native"":1,""annoyed_native"":2,""happy_native"":2,""P2_Q0"":null,""competent_native"":4,""smart_native"":4,""educated_native"":5,""intelligent_native"":5,""successful_native"":5,""P3_Q0"":null,""sociable_native"":5,""friendly_native"":4,""nice_native"":5,""honest_native"":5,""pleasant_native"":4}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","14","314479","0.0-17.0","100","0","35","20","20","25","","60611","{""P0_Q0"":null,""trustworthy_nonnative"":6,""easy_nonnative"":3,""fluent_nonnative"":3,""strong_nonnative"":7,""P1_Q0"":null,""sociable_nonnative"":6,""friendly_nonnative"":6,""nice_nonnative"":6,""honest_nonnative"":6,""pleasant_nonnative"":6,""P2_Q0"":null,""competent_nonnative"":5,""smart_nonnative"":5,""educated_nonnative"":5,""intelligent_nonnative"":5,""successful_nonnative"":5,""P3_Q0"":null,""irritated_nonnative"":3,""interested_nonnative"":6,""enthusiastic_nonnative"":6,""frustrated_nonnative"":5,""annoyed_nonnative"":3,""happy_nonnative"":6}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","15","404497","0.0-18.0","100","0","35","20","20","25","","89996","{""P0_Q0"":null,""country_native"":""uk"",""country_nonnative"":""spain"",""learn_future"":""Native speaker"",""P1_Q0"":null,""exposure_nn"":7,""exposure_n"":8,""P1_Q3"":null,""P1_Q4"":""No"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":4,""naturalness_nonnative"":6,""decision_making"":""listening to the information, also how smooth it was"",""P2_Q4"":""how an accent can affect things such as decisions"",""P2_Q5"":""""}","[{""P1_Q4"":false}]","","","","","","","survey_checks","","","","",""
