"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1920","931","true","chrome","117.0.0","false","Windows 10","true","59.98","false","false","browser-check","0","1015","0.0-0.0","100","0","10","35","30","25","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","3510","0.0-1.0","100","0","10","35","30","25","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","19256","0.0-2.0","100","0","10","35","30","25","","15676","{""prolific_id"":""6447bd2acb4eeecd9451dbbe"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","25390","0.0-4.0","100","0","10","35","30","25","","6133","","","[{""page_index"":0,""viewing_time"":6133}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","34342","0.0-5.0-0.0","100","0","10","35","30","25","","8400","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","56325","0.0-7.0","100","0","10","35","30","25","","21984","","","[{""page_index"":0,""viewing_time"":21984}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","6","58438","0.0-8.0","100","0","10","35","30","25","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","7","75539","0.0-9.0","100","0","10","35","30","25","","17101"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","8","130281","0.0-10.0","100","0","10","35","30","25","","132396","{""silversky"":""10""}","","","","","","","","firstbet","no","nonnative","disfluent","15","silversky"
"","","","","","","","","","","","audio-survey-input-response","9","172089","0.0-11.0","100","0","10","35","30","25","","174150","{""silversky"":"""",""blackblade"":""35""}","","","","","","","","secondbet","no","native","disfluent","15","blackblade"
"","","","","","","","","","","","audio-survey-input-response","10","201970","0.0-12.0","100","0","10","35","30","25","","203989","{""silversky"":"""",""blackblade"":"""",""apocalypse"":""30""}","","","","","","","","thirdbet","no","nonnative","fluent","15","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","11","232378","0.0-13.0","100","0","10","35","30","25","","234367","{""silversky"":"""",""blackblade"":"""",""apocalypse"":"""",""firewalker"":""25""}","","","","","","","","forthbet","no","native","fluent","15","firewalker"
"","","","","","","","","","","","instructions","12","236818","0.0-15.0","100","0","10","35","30","25","","4439","","","[{""page_index"":0,""viewing_time"":4439}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","13","294087","0.0-16.0","100","0","10","35","30","25","","57241","{""P0_Q0"":null,""trustworthy_native"":6,""easy_native"":7,""fluent_native"":9,""strong_native"":6,""P1_Q0"":null,""competent_native"":7,""smart_native"":7,""educated_native"":7,""intelligent_native"":7,""successful_native"":6,""P2_Q0"":null,""sociable_native"":7,""friendly_native"":8,""nice_native"":8,""honest_native"":7,""pleasant_native"":7,""P3_Q0"":null,""irritated_native"":2,""interested_native"":5,""enthusiastic_native"":5,""frustrated_native"":3,""annoyed_native"":2,""happy_native"":5}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","14","357138","0.0-17.0","100","0","10","35","30","25","","63037","{""P0_Q0"":null,""sociable_nonnative"":4,""friendly_nonnative"":7,""nice_nonnative"":7,""honest_nonnative"":7,""pleasant_nonnative"":7,""P1_Q0"":null,""irritated_nonnative"":4,""interested_nonnative"":4,""enthusiastic_nonnative"":3,""frustrated_nonnative"":7,""annoyed_nonnative"":3,""happy_nonnative"":3,""P2_Q0"":null,""trustworthy_nonnative"":7,""easy_nonnative"":2,""fluent_nonnative"":3,""strong_nonnative"":9,""P3_Q0"":null,""competent_nonnative"":5,""smart_nonnative"":5,""educated_nonnative"":6,""intelligent_nonnative"":8,""successful_nonnative"":4}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","15","451184","0.0-18.0","100","0","10","35","30","25","","94027","{""P0_Q0"":null,""country_native"":""Scotland"",""country_nonnative"":""Italy"",""learn_future"":""Native speaker"",""P1_Q0"":null,""exposure_nn"":2,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""Yes"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":6,""naturalness_nonnative"":3,""decision_making"":""I tried to consider the history of the horses' success"",""P2_Q4"":""I think this experiment is to see whether people trust native accents more"",""P2_Q5"":""""}","[{""P1_Q4"":true}]","","","","","","","survey_checks","","","","",""
