"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1280","603","true","chrome","116.0.0","false","Windows 10","true","21.19","true","true","browser-check","0","2857","0.0-0.0","0","100","25","25","","25","25","25","25","25","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","7319","0.0-1.0","0","100","25","25","","25","25","25","25","25","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","26874","0.0-2.0","0","100","25","25","","25","25","25","25","25","","19442","{""prolific_id"":""5b1bcd1d88ee7400012b0707"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","91193","0.0-4.0","0","100","25","25","","25","25","25","25","25","","64313","","","[{""page_index"":0,""viewing_time"":64312}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","196301","0.0-5.0-0.0","0","100","25","25","","25","25","25","25","25","","104213","8","","","false","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","207879","0.0-5.1-0.1","0","100","25","25","","25","25","25","25","25","","10987","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","246500","0.0-7.0","0","100","25","25","","25","25","25","25","25","","38620","","","[{""page_index"":0,""viewing_time"":38619}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","246933","0.0-8.0","0","100","25","25","","25","25","25","25","25","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","363252","0.0-9.0","0","100","25","25","","25","25","25","25","25","","116312"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","415366","0.0-10.0","0","100","25","25","","25","25","25","25","25","","416146","{""firewalker"":""25""}","","","","","","","","firstbet","no","native","fluent","15","firewalker"
"","","","","","","","","","","","audio-survey-input-response","10","459682","0.0-11.0","0","100","25","25","","25","25","25","25","25","","460412","{""firewalker"":"""",""silversky"":""25""}","","","","","","","","secondbet","no","nonnative","disfluent","15","silversky"
"","","","","","","","","","","","audio-survey-input-response","11","504671","0.0-12.0","0","100","25","25","","25","25","25","25","25","","505361","{""firewalker"":"""",""silversky"":"""",""blackblade"":""25""}","","","","","","","","thirdbet","no","native","disfluent","15","blackblade"
"","","","","","","","","","","","audio-survey-input-response","12","538517","0.0-13.0","0","100","25","25","","25","25","25","25","25","","539161","{""firewalker"":"""",""silversky"":"""",""blackblade"":"""",""apocalypse"":""25""}","","","","","","","","forthbet","no","nonnative","fluent","15","apocalypse"
"","","","","","","","","","","","survey-html-form","13","569085","0.0-14.0-0.0-0.0","0","100","25","25","","25","25","25","25","25","","30560","{""firewalker"":""25"",""silversky"":""25"",""blackblade"":""25"",""apocalypse"":""25""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","582912","0.0-15.0","0","100","25","25","","25","25","25","25","25","","13825","","","[{""page_index"":0,""viewing_time"":13824}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","668989","0.0-16.0","0","100","25","25","","25","25","25","25","25","","85990","{""P0_Q0"":null,""trustworthy_native"":6,""easy_native"":7,""fluent_native"":7,""strong_native"":5,""P1_Q0"":null,""competent_native"":5,""smart_native"":6,""educated_native"":5,""intelligent_native"":5,""successful_native"":5,""P2_Q0"":null,""irritated_native"":5,""interested_native"":5,""enthusiastic_native"":5,""frustrated_native"":5,""annoyed_native"":6,""happy_native"":6,""P3_Q0"":null,""sociable_native"":5,""friendly_native"":5,""nice_native"":6,""honest_native"":5,""pleasant_native"":5}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","16","736196","0.0-17.0","0","100","25","25","","25","25","25","25","25","","67149","{""P0_Q0"":null,""irritated_nonnative"":6,""interested_nonnative"":4,""enthusiastic_nonnative"":4,""frustrated_nonnative"":6,""annoyed_nonnative"":6,""happy_nonnative"":4,""P1_Q0"":null,""competent_nonnative"":5,""smart_nonnative"":5,""educated_nonnative"":5,""intelligent_nonnative"":5,""successful_nonnative"":4,""P2_Q0"":null,""sociable_nonnative"":5,""friendly_nonnative"":5,""nice_nonnative"":5,""honest_nonnative"":5,""pleasant_nonnative"":5,""P3_Q0"":null,""trustworthy_nonnative"":5,""easy_nonnative"":5,""fluent_nonnative"":4,""strong_nonnative"":7}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","17","811558","0.0-18.0","0","100","25","25","","25","25","25","25","25","","75319","{""P0_Q0"":null,""country_native"":""no"",""country_nonnative"":""no"",""learn_future"":""Native speaker"",""P1_Q0"":null,""exposure_nn"":5,""exposure_n"":6,""P1_Q3"":null,""P1_Q4"":""No"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":5,""naturalness_nonnative"":3,""decision_making"":""just spread them evenly"",""P2_Q4"":""not sure"",""P2_Q5"":""""}","[{""P1_Q4"":false}]","","","","","","","survey_checks","","","","",""
