"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1718","1284","true","chrome","117.0.0","false","Windows 10","true","120.48","true","true","browser-check","0","500","0.0-0.0","100","0","75","0","25","0","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","2933","0.0-1.0","100","0","75","0","25","0","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","15129","0.0-2.0","100","0","75","0","25","0","","12167","{""prolific_id"":""56bb96e8bf2129000653cfa5"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","27588","0.0-4.0","100","0","75","0","25","0","","12457","","","[{""page_index"":0,""viewing_time"":12457}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","33301","0.0-5.0-0.0","100","0","75","0","25","0","","5611","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","59617","0.0-7.0","100","0","75","0","25","0","","26316","","","[{""page_index"":0,""viewing_time"":26316}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","6","59866","0.0-8.0","100","0","75","0","25","0","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","7","88148","0.0-9.0","100","0","75","0","25","0","","28281"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","8","113990","0.0-10.0","100","0","75","0","25","0","","116155","{""apocalypse"":""0""}","","","","","","","","firstbet","no","native","fluent","3","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","9","152511","0.0-11.0","100","0","75","0","25","0","","154650","{""apocalypse"":"""",""blackblade"":""0""}","","","","","","","","secondbet","no","nonnative","disfluent","3","blackblade"
"","","","","","","","","","","","audio-survey-input-response","10","181632","0.0-12.0","100","0","75","0","25","0","","183732","{""apocalypse"":"""",""blackblade"":"""",""firewalker"":""25""}","","","","","","","","thirdbet","no","nonnative","fluent","3","firewalker"
"","","","","","","","","","","","audio-survey-input-response","11","223153","0.0-13.0","100","0","75","0","25","0","","225223","{""apocalypse"":""75"",""blackblade"":"""",""firewalker"":"""",""silversky"":""0""}","","","","","","","","forthbet","no","native","disfluent","3","silversky"
"","","","","","","","","","","","instructions","12","228922","0.0-15.0","100","0","75","0","25","0","","5768","","","[{""page_index"":0,""viewing_time"":5768}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","13","271590","0.0-16.0","100","0","75","0","25","0","","42642","{""P0_Q0"":null,""competent_native"":8,""smart_native"":7,""educated_native"":7,""intelligent_native"":6,""successful_native"":6,""P1_Q0"":null,""trustworthy_native"":5,""easy_native"":8,""fluent_native"":9,""strong_native"":2,""P2_Q0"":null,""sociable_native"":7,""friendly_native"":7,""nice_native"":7,""honest_native"":7,""pleasant_native"":7,""P3_Q0"":null,""irritated_native"":1,""interested_native"":7,""enthusiastic_native"":5,""frustrated_native"":2,""annoyed_native"":2,""happy_native"":6}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","14","312322","0.0-17.0","100","0","75","0","25","0","","40717","{""P0_Q0"":null,""irritated_nonnative"":9,""interested_nonnative"":1,""enthusiastic_nonnative"":1,""frustrated_nonnative"":9,""annoyed_nonnative"":9,""happy_nonnative"":1,""P1_Q0"":null,""competent_nonnative"":4,""smart_nonnative"":5,""educated_nonnative"":4,""intelligent_nonnative"":4,""successful_nonnative"":5,""P2_Q0"":null,""trustworthy_nonnative"":5,""easy_nonnative"":1,""fluent_nonnative"":3,""strong_nonnative"":9,""P3_Q0"":null,""sociable_nonnative"":5,""friendly_nonnative"":3,""nice_nonnative"":3,""honest_nonnative"":5,""pleasant_nonnative"":2}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","15","469176","0.0-18.0","100","0","75","0","25","0","","156839","{""P0_Q0"":null,""country_native"":""Italy"",""country_nonnative"":""Scotland"",""learn_future"":""Native speaker"",""P1_Q0"":null,""exposure_nn"":7,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""No"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":5,""naturalness_nonnative"":8,""decision_making"":""based upon the information that I could understand (which was very little)"",""P2_Q4"":""to understand trustworthiness based upon accent and clarity of speech"",""P2_Q5"":""""}","[{""P1_Q4"":false}]","","","","","","","survey_checks","","","","",""
