"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1528","708","true","edge-chromium","117.0.2045","false","Windows 10","true","60.34","true","true","browser-check","0","1003","0.0-0.0","0","100","25","25","","25","25","25","25","25","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","4266","0.0-1.0","0","100","25","25","","25","25","25","25","25","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","17783","0.0-2.0","0","100","25","25","","25","25","25","25","25","","13469","{""prolific_id"":""6447a49233b852fd426a45a5"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","25949","0.0-4.0","0","100","25","25","","25","25","25","25","25","","8163","","","[{""page_index"":0,""viewing_time"":8163}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","33173","0.0-5.0-0.0","0","100","25","25","","25","25","25","25","25","","7083","8","","","false","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","38834","0.0-5.1-0.1","0","100","25","25","","25","25","25","25","25","","5664","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","52775","0.0-7.0","0","100","25","25","","25","25","25","25","25","","13940","","","[{""page_index"":0,""viewing_time"":13940}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","53113","0.0-8.0","0","100","25","25","","25","25","25","25","25","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","60862","0.0-9.0","0","100","25","25","","25","25","25","25","25","","7748"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","116896","0.0-10.0","0","100","25","25","","25","25","25","25","25","","119360","{""blackblade"":""25""}","","","","","","","","firstbet","no","nonnative","disfluent","1","blackblade"
"","","","","","","","","","","","audio-survey-input-response","10","162602","0.0-11.0","0","100","25","25","","25","25","25","25","25","","165007","{""blackblade"":"""",""firewalker"":""25""}","","","","","","","","secondbet","no","native","disfluent","1","firewalker"
"","","","","","","","","","","","audio-survey-input-response","11","194172","0.0-12.0","0","100","25","25","","25","25","25","25","25","","196535","{""blackblade"":"""",""firewalker"":"""",""silversky"":""25""}","","","","","","","","thirdbet","no","nonnative","fluent","1","silversky"
"","","","","","","","","","","","audio-survey-input-response","12","221527","0.0-13.0","0","100","25","25","","25","25","25","25","25","","223859","{""blackblade"":"""",""firewalker"":"""",""silversky"":"""",""apocalypse"":""25""}","","","","","","","","forthbet","no","native","fluent","1","apocalypse"
"","","","","","","","","","","","survey-html-form","13","247318","0.0-14.0-0.0-0.0","0","100","25","25","","25","25","25","25","25","","25785","{""blackblade"":""25"",""firewalker"":""25"",""silversky"":""25"",""apocalypse"":""25""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","250293","0.0-15.0","0","100","25","25","","25","25","25","25","25","","2974","","","[{""page_index"":0,""viewing_time"":2974}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","318549","0.0-16.0","0","100","25","25","","25","25","25","25","25","","68216","{""P0_Q0"":null,""sociable_nonnative"":6,""friendly_nonnative"":7,""nice_nonnative"":7,""honest_nonnative"":8,""pleasant_nonnative"":8,""P1_Q0"":null,""trustworthy_nonnative"":8,""easy_nonnative"":5,""fluent_nonnative"":6,""strong_nonnative"":7,""P2_Q0"":null,""irritated_nonnative"":4,""interested_nonnative"":4,""enthusiastic_nonnative"":3,""frustrated_nonnative"":3,""annoyed_nonnative"":2,""happy_nonnative"":4,""P3_Q0"":null,""competent_nonnative"":7,""smart_nonnative"":7,""educated_nonnative"":6,""intelligent_nonnative"":7,""successful_nonnative"":6}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","16","372144","0.0-17.0","0","100","25","25","","25","25","25","25","25","","53573","{""P0_Q0"":null,""trustworthy_native"":7,""easy_native"":9,""fluent_native"":9,""strong_native"":2,""P1_Q0"":null,""competent_native"":7,""smart_native"":7,""educated_native"":6,""intelligent_native"":7,""successful_native"":7,""P2_Q0"":null,""irritated_native"":4,""interested_native"":1,""enthusiastic_native"":1,""frustrated_native"":4,""annoyed_native"":5,""happy_native"":2,""P3_Q0"":null,""sociable_native"":2,""friendly_native"":3,""nice_native"":4,""honest_native"":5,""pleasant_native"":4}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","17","443363","0.0-18.0","0","100","25","25","","25","25","25","25","25","","71192","{""P0_Q0"":null,""country_native"":""england"",""country_nonnative"":""spain"",""learn_future"":""Non-native speaker"",""P1_Q0"":null,""exposure_nn"":6,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""No"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":6,""naturalness_nonnative"":3,""decision_making"":""equally"",""P2_Q4"":""effects of unconscious bias"",""P2_Q5"":""""}","[{""P1_Q4"":false}]","","","","","","","survey_checks","","","","",""
