"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1611","844","true","safari","16.5.0","false","Mac OS","true","58.71","true","true","browser-check","0","14193","0.0-0.0","100","0","30","20","35","15","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","16345","0.0-1.0","100","0","30","20","35","15","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","34686","0.0-2.0","100","0","30","20","35","15","","18275","{""prolific_id"":""608983fa97ddbd48b6dcbb46"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","46026","0.0-4.0","100","0","30","20","35","15","","11340","","","[{""page_index"":0,""viewing_time"":11340}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","52510","0.0-5.0-0.0","100","0","30","20","35","15","","6203","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","104909","0.0-7.0","100","0","30","20","35","15","","52399","","","[{""page_index"":0,""viewing_time"":52399}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","6","105292","0.0-8.0","100","0","30","20","35","15","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","7","124306","0.0-9.0","100","0","30","20","35","15","","19013","arrowright","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","8","170844","0.0-10.0","100","0","30","20","35","15","","174383","{""silversky"":""30""}","","","","","","","","firstbet","no","native","disfluent","3","silversky"
"","","","","","","","","","","","audio-survey-input-response","9","211294","0.0-11.0","100","0","30","20","35","15","","214787","{""silversky"":"""",""blackblade"":""20""}","","","","","","","","secondbet","no","nonnative","disfluent","3","blackblade"
"","","","","","","","","","","","audio-survey-input-response","10","237644","0.0-12.0","100","0","30","20","35","15","","241097","{""silversky"":"""",""blackblade"":"""",""apocalypse"":""35""}","","","","","","","","thirdbet","no","native","fluent","3","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","11","263694","0.0-13.0","100","0","30","20","35","15","","267121","{""silversky"":"""",""blackblade"":"""",""apocalypse"":"""",""firewalker"":""15""}","","","","","","","","forthbet","no","nonnative","fluent","3","firewalker"
"","","","","","","","","","","","instructions","12","269692","0.0-15.0","100","0","30","20","35","15","","5997","","","[{""page_index"":0,""viewing_time"":5997}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","13","314942","0.0-16.0","100","0","30","20","35","15","","45211","{""P0_Q0"":null,""trustworthy_nonnative"":6,""easy_nonnative"":8,""fluent_nonnative"":7,""strong_nonnative"":7,""P1_Q0"":null,""sociable_nonnative"":7,""friendly_nonnative"":8,""nice_nonnative"":8,""honest_nonnative"":8,""pleasant_nonnative"":7,""P2_Q0"":null,""irritated_nonnative"":3,""interested_nonnative"":5,""enthusiastic_nonnative"":5,""frustrated_nonnative"":3,""annoyed_nonnative"":3,""happy_nonnative"":4,""P3_Q0"":null,""competent_nonnative"":7,""smart_nonnative"":8,""educated_nonnative"":7,""intelligent_nonnative"":8,""successful_nonnative"":8}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","14","349205","0.0-17.0","100","0","30","20","35","15","","34243","{""P0_Q0"":null,""irritated_native"":1,""interested_native"":8,""enthusiastic_native"":8,""frustrated_native"":1,""annoyed_native"":1,""happy_native"":7,""P1_Q0"":null,""trustworthy_native"":8,""easy_native"":9,""fluent_native"":9,""strong_native"":6,""P2_Q0"":null,""competent_native"":7,""smart_native"":8,""educated_native"":8,""intelligent_native"":9,""successful_native"":8,""P3_Q0"":null,""sociable_native"":8,""friendly_native"":8,""nice_native"":8,""honest_native"":8,""pleasant_native"":8}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","15","436123","0.0-18.0","100","0","30","20","35","15","","86896","{""P0_Q0"":null,""country_native"":""Scotland"",""country_nonnative"":""?"",""learn_future"":""Native speaker"",""P1_Q0"":null,""exposure_nn"":9,""exposure_n"":8,""P1_Q3"":null,""P1_Q4"":""No"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":2,""naturalness_nonnative"":4,""decision_making"":""Based on information from previous races"",""P2_Q4"":""Assessing difference in interpretation of data from native vs non native"",""P2_Q5"":""""}","[{""P1_Q4"":false}]","","","","","","","survey_checks","","","","",""
