"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id"
"980","1834","true","chrome","117.0.0","true","Android OS","true","120.65","true","true","browser-check","0","510","0.0-0.0"
