"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1866","914","true","opera","103.0.0","false","Windows 10","true","61.07","true","true","browser-check","0","996","0.0-0.0","0","100","25","15","","25","25","15","35","25","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","3993","0.0-1.0","0","100","25","15","","25","25","15","35","25","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","16855","0.0-2.0","0","100","25","15","","25","25","15","35","25","","12820","{""prolific_id"":""5ca0db2010dc450012fd0b0e"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","20411","0.0-4.0","0","100","25","15","","25","25","15","35","25","","3555","","","[{""page_index"":0,""viewing_time"":3555}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","41764","0.0-5.0-0.0","0","100","25","15","","25","25","15","35","25","","21189","8","","","false","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","52147","0.0-5.1-0.1","0","100","25","15","","25","25","15","35","25","","10381","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","57763","0.0-7.0","0","100","25","15","","25","25","15","35","25","","5615","","","[{""page_index"":0,""viewing_time"":5614}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","58106","0.0-8.0","0","100","25","15","","25","25","15","35","25","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","67443","0.0-9.0","0","100","25","15","","25","25","15","35","25","","9336","n","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","95523","0.0-10.0","0","100","25","15","","25","25","15","35","25","","101496","{""blackblade"":""25""}","","","","","","","","firstbet","no","nonnative","fluent","8","blackblade"
"","","","","","","","","","","","audio-survey-input-response","10","137843","0.0-11.0","0","100","25","15","","25","25","15","35","25","","143788","{""blackblade"":"""",""silversky"":""15""}","","","","","","","","secondbet","no","nonnative","disfluent","8","silversky"
"","","","","","","","","","","","audio-survey-input-response","11","176388","0.0-12.0","0","100","25","15","","25","25","15","35","25","","182289","{""blackblade"":"""",""silversky"":"""",""apocalypse"":""35""}","","","","","","","","thirdbet","no","native","disfluent","8","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","12","203611","0.0-13.0","0","100","25","15","","25","25","15","35","25","","209475","{""blackblade"":"""",""silversky"":"""",""apocalypse"":"""",""firewalker"":""25""}","","","","","","","","forthbet","no","native","fluent","8","firewalker"
"","","","","","","","","","","","survey-html-form","13","217644","0.0-14.0-0.0-0.0","0","100","25","15","","25","25","15","35","25","","14030","{""blackblade"":""25"",""silversky"":""15"",""apocalypse"":""35"",""firewalker"":""25""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","220171","0.0-15.0","0","100","25","15","","25","25","15","35","25","","2527","","","[{""page_index"":0,""viewing_time"":2527}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","267036","0.0-16.0","0","100","25","15","","25","25","15","35","25","","46839","{""P0_Q0"":null,""trustworthy_nonnative"":6,""easy_nonnative"":1,""fluent_nonnative"":1,""strong_nonnative"":9,""P1_Q0"":null,""irritated_nonnative"":1,""interested_nonnative"":6,""enthusiastic_nonnative"":2,""frustrated_nonnative"":1,""annoyed_nonnative"":1,""happy_nonnative"":6,""P2_Q0"":null,""sociable_nonnative"":2,""friendly_nonnative"":4,""nice_nonnative"":7,""honest_nonnative"":7,""pleasant_nonnative"":4,""P3_Q0"":null,""competent_nonnative"":7,""smart_nonnative"":5,""educated_nonnative"":5,""intelligent_nonnative"":5,""successful_nonnative"":5}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","16","294073","0.0-17.0","0","100","25","15","","25","25","15","35","25","","27024","{""P0_Q0"":null,""trustworthy_native"":5,""easy_native"":8,""fluent_native"":7,""strong_native"":5,""P1_Q0"":null,""competent_native"":6,""smart_native"":6,""educated_native"":6,""intelligent_native"":6,""successful_native"":6,""P2_Q0"":null,""irritated_native"":1,""interested_native"":6,""enthusiastic_native"":5,""frustrated_native"":2,""annoyed_native"":1,""happy_native"":6,""P3_Q0"":null,""sociable_native"":4,""friendly_native"":6,""nice_native"":6,""honest_native"":6,""pleasant_native"":6}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","17","336165","0.0-18.0","0","100","25","15","","25","25","15","35","25","","42074","{""P0_Q0"":null,""country_native"":""Ireland"",""country_nonnative"":""India"",""learn_future"":""Native speaker"",""P1_Q0"":null,""exposure_nn"":5,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""Yes"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":9,""naturalness_nonnative"":9,""decision_making"":""Based on horse names"",""P2_Q4"":""Unsure"",""P2_Q5"":""""}","[{""P1_Q4"":true}]","","","","","","","survey_checks","","","","",""
