"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"2560","1291","true","chrome","118.0.0","false","Windows 10","true","167.97","false","true","browser-check","0","362","0.0-0.0","60","0","40","10","0","10","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","3384","0.0-1.0","60","0","40","10","0","10","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","36996","0.0-2.0","60","0","40","10","0","10","","33575","{""prolific_id"":""64070094e7c94a31e4478ffa"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","40644","0.0-4.0","60","0","40","10","0","10","","3647","","","[{""page_index"":0,""viewing_time"":3647}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","47739","0.0-5.0-0.0","60","0","40","10","0","10","","6971","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","68657","0.0-7.0","60","0","40","10","0","10","","20917","","","[{""page_index"":0,""viewing_time"":20917}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","6","69121","0.0-8.0","60","0","40","10","0","10","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","7","94074","0.0-9.0","60","0","40","10","0","10","","24952"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","8","125454","0.0-10.0","60","0","40","10","0","10","","126220","{""blackblade"":""20""}","","","","","","","","firstbet","no","nonnative","fluent","24","blackblade"
"","","","","","","","","","","","audio-survey-input-response","9","153282","0.0-11.0","60","0","40","10","0","10","","154017","{""blackblade"":"""",""silversky"":""10""}","","","","","","","","secondbet","no","native","fluent","24","silversky"
"","","","","","","","","","","","audio-survey-input-response","10","195117","0.0-12.0","60","0","40","10","0","10","","195824","{""blackblade"":"""",""silversky"":"""",""firewalker"":""0""}","","","","","","","","thirdbet","no","native","disfluent","24","firewalker"
"","","","","","","","","","","","audio-survey-input-response","11","231314","0.0-13.0","60","0","40","10","0","10","","231980","{""blackblade"":""40"",""silversky"":"""",""firewalker"":"""",""apocalypse"":""10""}","","","","","","","","forthbet","no","nonnative","disfluent","24","apocalypse"
"","","","","","","","","","","","instructions","12","238841","0.0-15.0","60","0","40","10","0","10","","7526","","","[{""page_index"":0,""viewing_time"":7526}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","13","288909","0.0-16.0","60","0","40","10","0","10","","50039","{""P0_Q0"":null,""trustworthy_nonnative"":7,""easy_nonnative"":6,""fluent_nonnative"":7,""strong_nonnative"":8,""P1_Q0"":null,""sociable_nonnative"":6,""friendly_nonnative"":7,""nice_nonnative"":7,""honest_nonnative"":8,""pleasant_nonnative"":7,""P2_Q0"":null,""irritated_nonnative"":4,""interested_nonnative"":6,""enthusiastic_nonnative"":4,""frustrated_nonnative"":4,""annoyed_nonnative"":4,""happy_nonnative"":5,""P3_Q0"":null,""competent_nonnative"":7,""smart_nonnative"":7,""educated_nonnative"":7,""intelligent_nonnative"":7,""successful_nonnative"":7}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","14","333316","0.0-17.0","60","0","40","10","0","10","","44391","{""P0_Q0"":null,""competent_native"":3,""smart_native"":6,""educated_native"":5,""intelligent_native"":5,""successful_native"":5,""P1_Q0"":null,""trustworthy_native"":3,""easy_native"":9,""fluent_native"":9,""strong_native"":7,""P2_Q0"":null,""irritated_native"":8,""interested_native"":3,""enthusiastic_native"":1,""frustrated_native"":6,""annoyed_native"":6,""happy_native"":3,""P3_Q0"":null,""sociable_native"":1,""friendly_native"":3,""nice_native"":4,""honest_native"":6,""pleasant_native"":3}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","15","512294","0.0-18.0","60","0","40","10","0","10","","178961","{""P0_Q0"":null,""country_native"":""London"",""country_nonnative"":""Italy?"",""learn_future"":""Non-native speaker"",""P1_Q0"":null,""exposure_nn"":7,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""No"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":2,""naturalness_nonnative"":4,""decision_making"":""I went by the enthusiasm of the speakers about the horses. The native speakers sounded incredibly bored and were stuttering every few seconds. I cant be excited for the horse if the speaker isn't. Whilst it was harder to understand the non-native speaker somewhat, there was a bit more enthusiasm there"",""P2_Q4"":""To see the correlation between native and non native speakers in regards to persuasion"",""P2_Q5"":""I wouldve liked to re listen to each horse as much as i desire""}","[{""P1_Q4"":false}]","","","","","","","survey_checks","","","","",""
