"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1280","563","true","chrome","118.0.0","false","Windows 10","true","60.06","true","true","browser-check","0","1008","0.0-0.0","0","100","40","20","","40","40","20","0","40","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","4423","0.0-1.0","0","100","40","20","","40","40","20","0","40","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","16909","0.0-2.0","0","100","40","20","","40","40","20","0","40","","12385","{""prolific_id"":""6533cc73fb36aa805c68bcae"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","269394","0.0-4.0","0","100","40","20","","40","40","20","0","40","","252483","","","[{""page_index"":0,""viewing_time"":252482}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","275849","0.0-5.0-0.0","0","100","40","20","","40","40","20","0","40","","6261","8","","","false","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","281270","0.0-5.1-0.1","0","100","40","20","","40","40","20","0","40","","5419","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","288556","0.0-7.0","0","100","40","20","","40","40","20","0","40","","7284","","","[{""page_index"":0,""viewing_time"":7283}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","288924","0.0-8.0","0","100","40","20","","40","40","20","0","40","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","321633","0.0-9.0","0","100","40","20","","40","40","20","0","40","","32708","f","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","397239","0.0-10.0","0","100","40","20","","40","40","20","0","40","","398012","{""silversky"":""40""}","","","","","","","","firstbet","no","native","disfluent","20","silversky"
"","","","","","","","","","","","audio-survey-input-response","10","438860","0.0-11.0","0","100","40","20","","40","40","20","0","40","","439558","{""silversky"":"""",""apocalypse"":""20""}","","","","","","","","secondbet","no","nonnative","disfluent","20","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","11","468598","0.0-12.0","0","100","40","20","","40","40","20","0","40","","469255","{""silversky"":"""",""apocalypse"":"""",""blackblade"":""0""}","","","","","","","","thirdbet","no","native","fluent","20","blackblade"
"","","","","","","","","","","","audio-survey-input-response","12","497536","0.0-13.0","0","100","40","20","","40","40","20","0","40","","498163","{""silversky"":"""",""apocalypse"":"""",""blackblade"":"""",""firewalker"":""40""}","","","","","","","","forthbet","no","nonnative","fluent","20","firewalker"
"","","","","","","","","","","","survey-html-form","13","516705","0.0-14.0-0.0-0.0","0","100","40","20","","40","40","20","0","40","","19164","{""silversky"":""40"",""apocalypse"":""20"",""blackblade"":""0"",""firewalker"":""40""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","524221","0.0-15.0","0","100","40","20","","40","40","20","0","40","","7513","","","[{""page_index"":0,""viewing_time"":7513}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","609424","0.0-16.0","0","100","40","20","","40","40","20","0","40","","85094","{""P0_Q0"":null,""trustworthy_native"":7,""easy_native"":9,""fluent_native"":9,""strong_native"":7,""P1_Q0"":null,""competent_native"":9,""smart_native"":8,""educated_native"":7,""intelligent_native"":8,""successful_native"":7,""P2_Q0"":null,""sociable_native"":8,""friendly_native"":7,""nice_native"":8,""honest_native"":8,""pleasant_native"":8,""P3_Q0"":null,""irritated_native"":2,""interested_native"":7,""enthusiastic_native"":6,""frustrated_native"":2,""annoyed_native"":2,""happy_native"":8}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","16","675762","0.0-17.0","0","100","40","20","","40","40","20","0","40","","66291","{""P0_Q0"":null,""irritated_nonnative"":2,""interested_nonnative"":7,""enthusiastic_nonnative"":6,""frustrated_nonnative"":2,""annoyed_nonnative"":2,""happy_nonnative"":7,""P1_Q0"":null,""competent_nonnative"":8,""smart_nonnative"":8,""educated_nonnative"":7,""intelligent_nonnative"":8,""successful_nonnative"":7,""P2_Q0"":null,""sociable_nonnative"":6,""friendly_nonnative"":8,""nice_nonnative"":8,""honest_nonnative"":7,""pleasant_nonnative"":8,""P3_Q0"":null,""trustworthy_nonnative"":7,""easy_nonnative"":9,""fluent_nonnative"":7,""strong_nonnative"":6}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","17","774533","0.0-18.0","0","100","40","20","","40","40","20","0","40","","98703","{""P0_Q0"":null,""country_native"":""Spain"",""country_nonnative"":""England"",""learn_future"":""Native speaker"",""P1_Q0"":null,""exposure_nn"":6,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""Yes"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":7,""naturalness_nonnative"":6,""decision_making"":""Based upon the information provided by the speakers"",""P2_Q4"":""To gauge people's responses to a native speaker in comparison to a non-native speaker and the impact this has on their ability to learn from them "",""P2_Q5"":""""}","[{""P1_Q4"":true}]","","","","","","","survey_checks","","","","",""
