"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1872","924","true","edge-chromium","117.0.2045","false","Windows 10","true","60.63","true","true","browser-check","0","993","0.0-0.0","0","100","40","30","25","15","40","20","25","15","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","3701","0.0-1.0","0","100","40","30","25","15","40","20","25","15","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","17887","0.0-2.0","0","100","40","30","25","15","40","20","25","15","","14143","{""prolific_id"":""5aa2b3eb4eecca0001ddd66e"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","22358","0.0-4.0","0","100","40","30","25","15","40","20","25","15","","4471","","","[{""page_index"":0,""viewing_time"":4470}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","29664","0.0-5.0-0.0","0","100","40","30","25","15","40","20","25","15","","7131","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","42001","0.0-7.0","0","100","40","30","25","15","40","20","25","15","","12336","","","[{""page_index"":0,""viewing_time"":12336}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","6","42507","0.0-8.0","0","100","40","30","25","15","40","20","25","15","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","7","62541","0.0-9.0","0","100","40","30","25","15","40","20","25","15","","20032","enter","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","8","101562","0.0-10.0","0","100","40","30","25","15","40","20","25","15","","103667","{""silversky"":""20""}","","","","","","","","firstbet","no","nonnative","fluent","21","silversky"
"","","","","","","","","","","","audio-survey-input-response","9","143153","0.0-11.0","0","100","40","30","25","15","40","20","25","15","","145220","{""silversky"":"""",""apocalypse"":""15""}","","","","","","","","secondbet","no","nonnative","disfluent","21","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","10","172989","0.0-12.0","0","100","40","30","25","15","40","20","25","15","","175015","{""silversky"":"""",""apocalypse"":"""",""firewalker"":""20""}","","","","","","","","thirdbet","no","native","fluent","21","firewalker"
"","","","","","","","","","","","audio-survey-input-response","11","245817","0.0-13.0","0","100","40","30","25","15","40","20","25","15","","247813","{""silversky"":""40"",""apocalypse"":""30"",""firewalker"":""25"",""blackblade"":""15""}","","","","","","","","forthbet","no","native","disfluent","21","blackblade"
"","","","","","","","","","","","survey-html-form","12","276942","0.0-14.0-0.0-0.0","0","100","40","30","25","15","40","20","25","15","","31123","{""silversky"":""40"",""apocalypse"":""20"",""firewalker"":""25"",""blackblade"":""15""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","13","281330","0.0-15.0","0","100","40","30","25","15","40","20","25","15","","4386","","","[{""page_index"":0,""viewing_time"":4386}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","14","322617","0.0-16.0","0","100","40","30","25","15","40","20","25","15","","41257","{""P0_Q0"":null,""competent_nonnative"":7,""smart_nonnative"":7,""educated_nonnative"":7,""intelligent_nonnative"":7,""successful_nonnative"":7,""P1_Q0"":null,""trustworthy_nonnative"":7,""easy_nonnative"":5,""fluent_nonnative"":5,""strong_nonnative"":8,""P2_Q0"":null,""irritated_nonnative"":4,""interested_nonnative"":4,""enthusiastic_nonnative"":5,""frustrated_nonnative"":5,""annoyed_nonnative"":2,""happy_nonnative"":4,""P3_Q0"":null,""sociable_nonnative"":5,""friendly_nonnative"":4,""nice_nonnative"":5,""honest_nonnative"":7,""pleasant_nonnative"":5}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","15","361736","0.0-17.0","0","100","40","30","25","15","40","20","25","15","","39101","{""P0_Q0"":null,""trustworthy_native"":5,""easy_native"":9,""fluent_native"":9,""strong_native"":1,""P1_Q0"":null,""sociable_native"":6,""friendly_native"":4,""nice_native"":3,""honest_native"":6,""pleasant_native"":6,""P2_Q0"":null,""irritated_native"":3,""interested_native"":4,""enthusiastic_native"":3,""frustrated_native"":2,""annoyed_native"":2,""happy_native"":5,""P3_Q0"":null,""competent_native"":6,""smart_native"":6,""educated_native"":6,""intelligent_native"":5,""successful_native"":5}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","16","426185","0.0-18.0","0","100","40","30","25","15","40","20","25","15","","64427","{""P0_Q0"":null,""country_native"":""Newcastle"",""country_nonnative"":""India"",""learn_future"":""Native speaker"",""P1_Q0"":null,""exposure_nn"":1,""exposure_n"":5,""P1_Q3"":null,""P1_Q4"":""Yes"",""P1_Q5"":2,""P2_Q0"":null,""naturalness_native"":3,""naturalness_nonnative"":3,""decision_making"":""I listened to how they described the horses and their past success"",""P2_Q4"":""To see if accents influence our choices"",""P2_Q5"":""""}","[{""P1_Q4"":true}]","","","","","","","survey_checks","","","","",""
