"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1536","714","true","chrome","111.0.0","false","Chrome OS","true","61.45","true","true","browser-check","0","997","0.0-0.0","0","90","20","15","","35","20","20","15","35","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","3976","0.0-1.0","0","90","20","15","","35","20","20","15","35","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","24523","0.0-2.0","0","90","20","15","","35","20","20","15","35","","20395","{""prolific_id"":""64136981aa9af9154f69c8d7"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","37965","0.0-4.0","0","90","20","15","","35","20","20","15","35","","13438","","","[{""page_index"":0,""viewing_time"":13437}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","75207","0.0-5.0-0.0","0","90","20","15","","35","20","20","15","35","","37099","8","","","false","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","80462","0.0-5.1-0.1","0","90","20","15","","35","20","20","15","35","","5216","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","103940","0.0-7.0","0","90","20","15","","35","20","20","15","35","","23474","","","[{""page_index"":0,""viewing_time"":23473}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","104569","0.0-8.0","0","90","20","15","","35","20","20","15","35","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","127130","0.0-9.0","0","90","20","15","","35","20","20","15","35","","22559"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","187939","0.0-10.0","0","90","20","15","","35","20","20","15","35","","188916","{""firewalker"":""20""}","","","","","","","","firstbet","no","native","disfluent","16","firewalker"
"","","","","","","","","","","","audio-survey-input-response","10","219409","0.0-11.0","0","90","20","15","","35","20","20","15","35","","220329","{""firewalker"":"""",""apocalypse"":""15""}","","","","","","","","secondbet","no","nonnative","fluent","16","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","11","254171","0.0-12.0","0","90","20","15","","35","20","20","15","35","","255060","{""firewalker"":"""",""apocalypse"":"""",""blackblade"":""30""}","","","","","","","","thirdbet","no","native","fluent","16","blackblade"
"","","","","","","","","","","","audio-survey-input-response","12","296924","0.0-13.0","0","90","20","15","","35","20","20","15","35","","297778","{""firewalker"":"""",""apocalypse"":"""",""blackblade"":"""",""silversky"":""35""}","","","","","","","","forthbet","no","nonnative","disfluent","16","silversky"
"","","","","","","","","","","","survey-html-form","13","334453","0.0-14.0-0.0-0.0","0","90","20","15","","35","20","20","15","35","","37514","{""firewalker"":""20"",""apocalypse"":""20"",""blackblade"":""15"",""silversky"":""35""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","339207","0.0-15.0","0","90","20","15","","35","20","20","15","35","","4730","","","[{""page_index"":0,""viewing_time"":4729}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","400124","0.0-16.0","0","90","20","15","","35","20","20","15","35","","60742","{""P0_Q0"":null,""irritated_nonnative"":1,""interested_nonnative"":5,""enthusiastic_nonnative"":5,""frustrated_nonnative"":2,""annoyed_nonnative"":1,""happy_nonnative"":5,""P1_Q0"":null,""trustworthy_nonnative"":8,""easy_nonnative"":8,""fluent_nonnative"":8,""strong_nonnative"":7,""P2_Q0"":null,""sociable_nonnative"":5,""friendly_nonnative"":7,""nice_nonnative"":7,""honest_nonnative"":8,""pleasant_nonnative"":7,""P3_Q0"":null,""competent_nonnative"":8,""smart_nonnative"":8,""educated_nonnative"":8,""intelligent_nonnative"":8,""successful_nonnative"":8}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","16","448915","0.0-17.0","0","90","20","15","","35","20","20","15","35","","48728","{""P0_Q0"":null,""trustworthy_native"":8,""easy_native"":9,""fluent_native"":9,""strong_native"":5,""P1_Q0"":null,""irritated_native"":1,""interested_native"":5,""enthusiastic_native"":5,""frustrated_native"":3,""annoyed_native"":2,""happy_native"":5,""P2_Q0"":null,""competent_native"":8,""smart_native"":8,""educated_native"":8,""intelligent_native"":8,""successful_native"":8,""P3_Q0"":null,""sociable_native"":7,""friendly_native"":7,""nice_native"":7,""honest_native"":8,""pleasant_native"":7}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","17","544505","0.0-18.0","0","90","20","15","","35","20","20","15","35","","95520","{""P0_Q0"":null,""country_native"":""South England"",""country_nonnative"":""Eastern Europe"",""learn_future"":""Non-native speaker"",""P1_Q0"":null,""exposure_nn"":6,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""Yes"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":7,""naturalness_nonnative"":7,""decision_making"":""I didn't really understand much of the horse racing lingo, so I just tried to decide based on how positive the experts sounded"",""P2_Q4"":""Trustworthiness of advice based on accent"",""P2_Q5"":""""}","[{""P1_Q4"":true}]","","","","","","","survey_checks","","","","",""
