"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"2560","1307","true","firefox","118.0.0","false","Windows 10","true","145.63","false","true","browser-check","0","413","0.0-0.0","85","0","10","30","25","20","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","3199","0.0-1.0","85","0","10","30","25","20","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","29173","0.0-2.0","85","0","10","30","25","20","","25947","{""prolific_id"":""5edec1fe543b8816c672b069"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","45453","0.0-4.0","85","0","10","30","25","20","","16280","","","[{""page_index"":0,""viewing_time"":16280}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","51497","0.0-5.0-0.0","85","0","10","30","25","20","","5941","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","77745","0.0-7.0","85","0","10","30","25","20","","26247","","","[{""page_index"":0,""viewing_time"":26247}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","6","78220","0.0-8.0","85","0","10","30","25","20","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","7","108177","0.0-9.0","85","0","10","30","25","20","","29956","p","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","8","162084","0.0-10.0","85","0","10","30","25","20","","162742","{""silversky"":""10""}","","","","","","","","firstbet","no","nonnative","fluent","12","silversky"
"","","","","","","","","","","","audio-survey-input-response","9","204795","0.0-11.0","85","0","10","30","25","20","","205400","{""silversky"":"""",""apocalypse"":""20""}","","","","","","","","secondbet","no","native","disfluent","12","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","10","237050","0.0-12.0","85","0","10","30","25","20","","237612","{""silversky"":"""",""apocalypse"":"""",""blackblade"":""25""}","","","","","","","","thirdbet","no","native","fluent","12","blackblade"
"","","","","","","","","","","","audio-survey-input-response","11","302300","0.0-13.0","85","0","10","30","25","20","","302830","{""silversky"":"""",""apocalypse"":""30"",""blackblade"":"""",""firewalker"":""20""}","","","","","","","","forthbet","no","nonnative","disfluent","12","firewalker"
"","","","","","","","","","","","instructions","12","313061","0.0-15.0","85","0","10","30","25","20","","10759","","","[{""page_index"":0,""viewing_time"":10759}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","13","420214","0.0-16.0","85","0","10","30","25","20","","107124","{""P0_Q0"":null,""sociable_native"":6,""friendly_native"":7,""nice_native"":8,""honest_native"":7,""pleasant_native"":7,""P1_Q0"":null,""trustworthy_native"":6,""easy_native"":9,""fluent_native"":9,""strong_native"":8,""P2_Q0"":null,""irritated_native"":1,""interested_native"":7,""enthusiastic_native"":5,""frustrated_native"":1,""annoyed_native"":1,""happy_native"":6,""P3_Q0"":null,""competent_native"":7,""smart_native"":7,""educated_native"":6,""intelligent_native"":7,""successful_native"":6}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","14","503297","0.0-17.0","85","0","10","30","25","20","","83064","{""P0_Q0"":null,""competent_nonnative"":6,""smart_nonnative"":7,""educated_nonnative"":7,""intelligent_nonnative"":7,""successful_nonnative"":6,""P1_Q0"":null,""sociable_nonnative"":7,""friendly_nonnative"":8,""nice_nonnative"":8,""honest_nonnative"":7,""pleasant_nonnative"":8,""P2_Q0"":null,""trustworthy_nonnative"":6,""easy_nonnative"":4,""fluent_nonnative"":3,""strong_nonnative"":8,""P3_Q0"":null,""irritated_nonnative"":1,""interested_nonnative"":7,""enthusiastic_nonnative"":6,""frustrated_nonnative"":2,""annoyed_nonnative"":1,""happy_nonnative"":5}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","15","739255","0.0-18.0","85","0","10","30","25","20","","235946","{""P0_Q0"":null,""country_native"":""Scotland"",""country_nonnative"":""Spain"",""learn_future"":""Native speaker"",""P1_Q0"":null,""exposure_nn"":6,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""No"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":2,""naturalness_nonnative"":3,""decision_making"":""Based judgement on characteristics of the horse, i.e. performing well, consistent, impressing etc. "",""P2_Q4"":""To determine whether people are less likely to believe a tip-off from a non-native English speaker than a native speaker."",""P2_Q5"":""""}","[{""P1_Q4"":false}]","","","","","","","survey_checks","","","","",""
