"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1920","963","true","chrome","116.0.0","false","Windows 10","true","60.02","false","false","browser-check","0","1005","0.0-0.0","45","0","20","15","5","5","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","7965","0.0-1.0","45","0","20","15","5","5","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","25769","0.0-2.0","45","0","20","15","5","5","","17769","{""prolific_id"":""5b5523d6d8348500012cfccf"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","37617","0.0-4.0","45","0","20","15","5","5","","11847","","","[{""page_index"":0,""viewing_time"":11847}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","44869","0.0-5.0-0.0","45","0","20","15","5","5","","7128","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","73492","0.0-7.0","45","0","20","15","5","5","","28622","","","[{""page_index"":0,""viewing_time"":28622}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","6","74078","0.0-8.0","45","0","20","15","5","5","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","7","110715","0.0-9.0","45","0","20","15","5","5","","36636"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","8","175518","0.0-10.0","45","0","20","15","5","5","","177600","{""firewalker"":""20""}","","","","","","","","firstbet","no","native","disfluent","18","firewalker"
"","","","","","","","","","","","audio-survey-input-response","9","219226","0.0-11.0","45","0","20","15","5","5","","221244","{""firewalker"":"""",""blackblade"":""15""}","","","","","","","","secondbet","no","nonnative","disfluent","18","blackblade"
"","","","","","","","","","","","audio-survey-input-response","10","248480","0.0-12.0","45","0","20","15","5","5","","250454","{""firewalker"":"""",""blackblade"":"""",""apocalypse"":""5""}","","","","","","","","thirdbet","no","nonnative","fluent","18","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","11","282293","0.0-13.0","45","0","20","15","5","5","","284238","{""firewalker"":"""",""blackblade"":"""",""apocalypse"":"""",""silversky"":""5""}","","","","","","","","forthbet","no","native","fluent","18","silversky"
"","","","","","","","","","","","instructions","12","290302","0.0-15.0","45","0","20","15","5","5","","8007","","","[{""page_index"":0,""viewing_time"":8007}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","13","373697","0.0-16.0","45","0","20","15","5","5","","83363","{""P0_Q0"":null,""sociable_native"":2,""friendly_native"":2,""nice_native"":2,""honest_native"":4,""pleasant_native"":3,""P1_Q0"":null,""competent_native"":2,""smart_native"":3,""educated_native"":3,""intelligent_native"":4,""successful_native"":3,""P2_Q0"":null,""irritated_native"":3,""interested_native"":2,""enthusiastic_native"":1,""frustrated_native"":3,""annoyed_native"":3,""happy_native"":1,""P3_Q0"":null,""trustworthy_native"":3,""easy_native"":6,""fluent_native"":9,""strong_native"":1}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","14","425496","0.0-17.0","45","0","20","15","5","5","","51780","{""P0_Q0"":null,""trustworthy_nonnative"":5,""easy_nonnative"":5,""fluent_nonnative"":8,""strong_nonnative"":7,""P1_Q0"":null,""irritated_nonnative"":1,""interested_nonnative"":3,""enthusiastic_nonnative"":2,""frustrated_nonnative"":1,""annoyed_nonnative"":1,""happy_nonnative"":2,""P2_Q0"":null,""sociable_nonnative"":4,""friendly_nonnative"":4,""nice_nonnative"":4,""honest_nonnative"":5,""pleasant_nonnative"":5,""P3_Q0"":null,""competent_nonnative"":6,""smart_nonnative"":5,""educated_nonnative"":5,""intelligent_nonnative"":5,""successful_nonnative"":5}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","15","517656","0.0-18.0","45","0","20","15","5","5","","92132","{""P0_Q0"":null,""country_native"":""England"",""country_nonnative"":""Spain"",""learn_future"":""Non-native speaker"",""P1_Q0"":null,""exposure_nn"":2,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""No"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":7,""naturalness_nonnative"":1,""decision_making"":""Based on which horse seemed most likely to win from what the speakers were saying"",""P2_Q4"":""To see if the (native/non-native) accent of the speaker affected our decisions"",""P2_Q5"":""""}","[{""P1_Q4"":false}]","","","","","","","survey_checks","","","","",""
