"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1242","579","true","chrome","97.0.4692","false","Chrome OS","true","61.88","true","true","browser-check","0","1016","0.0-0.0","0","100","10","40","","20","10","40","30","20","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","4920","0.0-1.0","0","100","10","40","","20","10","40","30","20","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","36497","0.0-2.0","0","100","10","40","","20","10","40","30","20","","31334","{""prolific_id"":""61530d287ad99f144578cc26"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","49041","0.0-4.0","0","100","10","40","","20","10","40","30","20","","12540","","","[{""page_index"":0,""viewing_time"":12539}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","66202","0.0-5.0-0.0","0","100","10","40","","20","10","40","30","20","","16864","8","","","false","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","73166","0.0-5.1-0.1","0","100","10","40","","20","10","40","30","20","","6965","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","96348","0.0-7.0","0","100","10","40","","20","10","40","30","20","","23179","","","[{""page_index"":0,""viewing_time"":23178}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","97367","0.0-8.0","0","100","10","40","","20","10","40","30","20","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","116967","0.0-9.0","0","100","10","40","","20","10","40","30","20","","19594","arrowdown","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","172390","0.0-10.0","0","100","10","40","","20","10","40","30","20","","175349","{""apocalypse"":""10""}","","","","","","","","firstbet","no","native","disfluent","12","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","10","219072","0.0-11.0","0","100","10","40","","20","10","40","30","20","","221979","{""apocalypse"":"""",""firewalker"":""40""}","","","","","","","","secondbet","no","nonnative","disfluent","12","firewalker"
"","","","","","","","","","","","audio-survey-input-response","11","253695","0.0-12.0","0","100","10","40","","20","10","40","30","20","","256556","{""apocalypse"":"""",""firewalker"":"""",""blackblade"":""30""}","","","","","","","","thirdbet","no","native","fluent","12","blackblade"
"","","","","","","","","","","","audio-survey-input-response","12","283318","0.0-13.0","0","100","10","40","","20","10","40","30","20","","286145","{""apocalypse"":"""",""firewalker"":"""",""blackblade"":"""",""silversky"":""20""}","","","","","","","","forthbet","no","nonnative","fluent","12","silversky"
"","","","","","","","","","","","survey-html-form","13","335329","0.0-14.0-0.0-0.0","0","100","10","40","","20","10","40","30","20","","51996","{""apocalypse"":""10"",""firewalker"":""40"",""blackblade"":""30"",""silversky"":""20""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","346253","0.0-15.0","0","100","10","40","","20","10","40","30","20","","10921","","","[{""page_index"":0,""viewing_time"":10919}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","420585","0.0-16.0","0","100","10","40","","20","10","40","30","20","","74099","{""P0_Q0"":null,""trustworthy_nonnative"":3,""easy_nonnative"":5,""fluent_nonnative"":3,""strong_nonnative"":5,""P1_Q0"":null,""sociable_nonnative"":2,""friendly_nonnative"":6,""nice_nonnative"":6,""honest_nonnative"":4,""pleasant_nonnative"":5,""P2_Q0"":null,""irritated_nonnative"":7,""interested_nonnative"":4,""enthusiastic_nonnative"":3,""frustrated_nonnative"":6,""annoyed_nonnative"":5,""happy_nonnative"":3,""P3_Q0"":null,""competent_nonnative"":2,""smart_nonnative"":4,""educated_nonnative"":5,""intelligent_nonnative"":5,""successful_nonnative"":5}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","16","514786","0.0-17.0","0","100","10","40","","20","10","40","30","20","","94041","{""P0_Q0"":null,""trustworthy_native"":3,""easy_native"":5,""fluent_native"":4,""strong_native"":6,""P1_Q0"":null,""irritated_native"":6,""interested_native"":3,""enthusiastic_native"":4,""frustrated_native"":6,""annoyed_native"":6,""happy_native"":5,""P2_Q0"":null,""sociable_native"":3,""friendly_native"":5,""nice_native"":5,""honest_native"":4,""pleasant_native"":6,""P3_Q0"":null,""competent_native"":4,""smart_native"":8,""educated_native"":8,""intelligent_native"":7,""successful_native"":8}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","17","653517","0.0-18.0","0","100","10","40","","20","10","40","30","20","","138592","{""P0_Q0"":null,""country_native"":""yorkshire"",""country_nonnative"":""poland"",""learn_future"":""Native speaker"",""P1_Q0"":null,""exposure_nn"":6,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""Yes"",""P1_Q5"":3,""P2_Q0"":null,""naturalness_native"":8,""naturalness_nonnative"":4,""decision_making"":""the statistics on the horses, putting more money on the horses i felt would be more likely to win"",""P2_Q4"":""to see if people bet more on the horse that is being spoken about by the native speaker"",""P2_Q5"":""""}","[{""P1_Q4"":true}]","","","","","","","survey_checks","","","","",""
