"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1440","792","true","chrome","116.0.0","false","Mac OS","true","60.34","true","true","browser-check","0","1000","0.0-0.0","0","100","10","20","","20","10.00","20","50","20.00","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","4069","0.0-1.0","0","100","10","20","","20","10.00","20","50","20.00","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","20494","0.0-2.0","0","100","10","20","","20","10.00","20","50","20.00","","16369","{""prolific_id"":""5fd89ebca76f0e0008c466a7"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","32340","0.0-4.0","0","100","10","20","","20","10.00","20","50","20.00","","11845","","","[{""page_index"":0,""viewing_time"":11845}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","40589","0.0-5.0-0.0","0","100","10","20","","20","10.00","20","50","20.00","","8127","8","","","false","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","45760","0.0-5.1-0.1","0","100","10","20","","20","10.00","20","50","20.00","","5166","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","125058","0.0-7.0","0","100","10","20","","20","10.00","20","50","20.00","","79295","","","[{""page_index"":0,""viewing_time"":79295}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","125457","0.0-8.0","0","100","10","20","","20","10.00","20","50","20.00","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","147220","0.0-9.0","0","100","10","20","","20","10.00","20","50","20.00","","21761"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","194031","0.0-10.0","0","100","10","20","","20","10.00","20","50","20.00","","203571","{""silversky"":""10""}","","","","","","","","firstbet","no","nonnative","disfluent","16","silversky"
"","","","","","","","","","","","audio-survey-input-response","10","224433","0.0-11.0","0","100","10","20","","20","10.00","20","50","20.00","","233925","{""silversky"":"""",""blackblade"":""20""}","","","","","","","","secondbet","no","native","fluent","16","blackblade"
"","","","","","","","","","","","audio-survey-input-response","11","272382","0.0-12.0","0","100","10","20","","20","10.00","20","50","20.00","","281843","{""silversky"":"""",""blackblade"":"""",""firewalker"":""50""}","","","","","","","","thirdbet","no","native","disfluent","16","firewalker"
"","","","","","","","","","","","audio-survey-input-response","12","301498","0.0-13.0","0","100","10","20","","20","10.00","20","50","20.00","","310910","{""silversky"":"""",""blackblade"":"""",""firewalker"":"""",""apocalypse"":""20""}","","","","","","","","forthbet","no","nonnative","fluent","16","apocalypse"
"","","","","","","","","","","","survey-html-form","13","346299","0.0-14.0-0.0-0.0","0","100","10","20","","20","10.00","20","50","20.00","","44797","{""silversky"":""10.00"",""blackblade"":""20"",""firewalker"":""50"",""apocalypse"":""20.00""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","354039","0.0-15.0","0","100","10","20","","20","10.00","20","50","20.00","","7736","","","[{""page_index"":0,""viewing_time"":7736}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","406335","0.0-16.0","0","100","10","20","","20","10.00","20","50","20.00","","52240","{""P0_Q0"":null,""trustworthy_native"":6,""easy_native"":3,""fluent_native"":4,""strong_native"":8,""P1_Q0"":null,""sociable_native"":8,""friendly_native"":8,""nice_native"":8,""honest_native"":7,""pleasant_native"":8,""P2_Q0"":null,""competent_native"":6,""smart_native"":7,""educated_native"":7,""intelligent_native"":6,""successful_native"":6,""P3_Q0"":null,""irritated_native"":3,""interested_native"":6,""enthusiastic_native"":5,""frustrated_native"":4,""annoyed_native"":3,""happy_native"":6}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","16","463954","0.0-17.0","0","100","10","20","","20","10.00","20","50","20.00","","57597","{""P0_Q0"":null,""sociable_nonnative"":8,""friendly_nonnative"":8,""nice_nonnative"":8,""honest_nonnative"":6,""pleasant_nonnative"":7,""P1_Q0"":null,""trustworthy_nonnative"":7,""easy_nonnative"":2,""fluent_nonnative"":4,""strong_nonnative"":8,""P2_Q0"":null,""competent_nonnative"":7,""smart_nonnative"":6,""educated_nonnative"":6,""intelligent_nonnative"":5,""successful_nonnative"":5,""P3_Q0"":null,""irritated_nonnative"":5,""interested_nonnative"":3,""enthusiastic_nonnative"":4,""frustrated_nonnative"":5,""annoyed_nonnative"":4,""happy_nonnative"":4}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","17","569923","0.0-18.0","0","100","10","20","","20","10.00","20","50","20.00","","105938","{""P0_Q0"":null,""country_native"":""Scotland"",""country_nonnative"":""Spain"",""learn_future"":""Native speaker"",""P1_Q0"":null,""exposure_nn"":3,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""No"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":3,""naturalness_nonnative"":6,""decision_making"":""Based on what the speaker was saying about the changes of the horse winning"",""P2_Q4"":""If we trust people from our native language more"",""P2_Q5"":""""}","[{""P1_Q4"":false}]","","","","","","","survey_checks","","","","",""
