"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1280","595","true","chrome","116.0.0","false","Windows 10","true","60.05","true","true","browser-check","0","1010","0.0-0.0","0","100","20","20","","20","20","10","50","20","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","3559","0.0-1.0","0","100","20","20","","20","20","10","50","20","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","15476","0.0-2.0","0","100","20","20","","20","20","10","50","20","","11855","{""prolific_id"":""631b1437200a529b7f31919d"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","16994","0.0-4.0","0","100","20","20","","20","20","10","50","20","","1516","","","[{""page_index"":0,""viewing_time"":1516}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","30073","0.0-5.0-0.0","0","100","20","20","","20","20","10","50","20","","12840","8","","","false","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","37305","0.0-5.1-0.1","0","100","20","20","","20","20","10","50","20","","7229","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","57096","0.0-7.0","0","100","20","20","","20","20","10","50","20","","19789","","","[{""page_index"":0,""viewing_time"":19789}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","57696","0.0-8.0","0","100","20","20","","20","20","10","50","20","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","110234","0.0-9.0","0","100","20","20","","20","20","10","50","20","","52537"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","158640","0.0-10.0","0","100","20","20","","20","20","10","50","20","","159872","{""apocalypse"":""20""}","","","","","","","","firstbet","no","native","fluent","4","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","10","194042","0.0-11.0","0","100","20","20","","20","20","10","50","20","","195227","{""apocalypse"":"""",""blackblade"":""20""}","","","","","","","","secondbet","no","nonnative","fluent","4","blackblade"
"","","","","","","","","","","","audio-survey-input-response","11","238113","0.0-12.0","0","100","20","20","","20","20","10","50","20","","239261","{""apocalypse"":"""",""blackblade"":"""",""firewalker"":""20""}","","","","","","","","thirdbet","no","nonnative","disfluent","4","firewalker"
"","","","","","","","","","","","audio-survey-input-response","12","282835","0.0-13.0","0","100","20","20","","20","20","10","50","20","","283942","{""apocalypse"":"""",""blackblade"":"""",""firewalker"":"""",""silversky"":""20""}","","","","","","","","forthbet","no","native","disfluent","4","silversky"
"","","","","","","","","","","","survey-html-form","13","312807","0.0-14.0-0.0-0.0","0","100","20","20","","20","20","10","50","20","","29961","{""apocalypse"":""20"",""blackblade"":""10"",""firewalker"":""50"",""silversky"":""20""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","314637","0.0-15.0","0","100","20","20","","20","20","10","50","20","","1826","","","[{""page_index"":0,""viewing_time"":1825}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","361934","0.0-16.0","0","100","20","20","","20","20","10","50","20","","47196","{""P0_Q0"":null,""competent_nonnative"":5,""smart_nonnative"":5,""educated_nonnative"":5,""intelligent_nonnative"":5,""successful_nonnative"":5,""P1_Q0"":null,""trustworthy_nonnative"":5,""easy_nonnative"":3,""fluent_nonnative"":3,""strong_nonnative"":8,""P2_Q0"":null,""sociable_nonnative"":5,""friendly_nonnative"":5,""nice_nonnative"":5,""honest_nonnative"":5,""pleasant_nonnative"":5,""P3_Q0"":null,""irritated_nonnative"":5,""interested_nonnative"":5,""enthusiastic_nonnative"":5,""frustrated_nonnative"":5,""annoyed_nonnative"":5,""happy_nonnative"":5}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","16","406112","0.0-17.0","0","100","20","20","","20","20","10","50","20","","44138","{""P0_Q0"":null,""trustworthy_native"":5,""easy_native"":9,""fluent_native"":9,""strong_native"":2,""P1_Q0"":null,""sociable_native"":5,""friendly_native"":5,""nice_native"":5,""honest_native"":5,""pleasant_native"":5,""P2_Q0"":null,""competent_native"":5,""smart_native"":5,""educated_native"":5,""intelligent_native"":5,""successful_native"":5,""P3_Q0"":null,""irritated_native"":5,""interested_native"":5,""enthusiastic_native"":5,""frustrated_native"":5,""annoyed_native"":5,""happy_native"":5}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","17","479026","0.0-18.0","0","100","20","20","","20","20","10","50","20","","72856","{""P0_Q0"":null,""country_native"":""yorkshire"",""country_nonnative"":""spain"",""learn_future"":""Native speaker"",""P1_Q0"":null,""exposure_nn"":2,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""Yes"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":7,""naturalness_nonnative"":7,""decision_making"":""tried to listen to which horse was best"",""P2_Q4"":""prejudice based on accent"",""P2_Q5"":""""}","[{""P1_Q4"":true}]","","","","","","","survey_checks","","","","",""
