"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1280","563","true","chrome","116.0.0","false","Windows 10","true","60.1","true","true","browser-check","0","1013","0.0-0.0","0","100","20","30","30","30","15","30","30","25","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","3398","0.0-1.0","0","100","20","30","30","30","15","30","30","25","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","13829","0.0-2.0","0","100","20","30","30","30","15","30","30","25","","10386","{""prolific_id"":""5ff47c8b173bfb6779d53168"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","14957","0.0-4.0","0","100","20","30","30","30","15","30","30","25","","1126","","","[{""page_index"":0,""viewing_time"":1125}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","20737","0.0-5.0-0.0","0","100","20","30","30","30","15","30","30","25","","5301","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","23719","0.0-7.0","0","100","20","30","30","30","15","30","30","25","","2982","","","[{""page_index"":0,""viewing_time"":2982}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","6","24584","0.0-8.0","0","100","20","30","30","30","15","30","30","25","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","7","67060","0.0-9.0","0","100","20","30","30","30","15","30","30","25","","42475","enter","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","8","138298","0.0-10.0","0","100","20","30","30","30","15","30","30","25","","139195","{""blackblade"":""10""}","","","","","","","","firstbet","no","nonnative","disfluent","7","blackblade"
"","","","","","","","","","","","audio-survey-input-response","9","172980","0.0-11.0","0","100","20","30","30","30","15","30","30","25","","173807","{""blackblade"":"""",""firewalker"":""30""}","","","","","","","","secondbet","no","native","fluent","7","firewalker"
"","","","","","","","","","","","audio-survey-input-response","10","205704","0.0-12.0","0","100","20","30","30","30","15","30","30","25","","206497","{""blackblade"":"""",""firewalker"":"""",""silversky"":""20""}","","","","","","","","thirdbet","no","nonnative","fluent","7","silversky"
"","","","","","","","","","","","audio-survey-input-response","11","315114","0.0-13.0","0","100","20","30","30","30","15","30","30","25","","315873","{""blackblade"":""20"",""firewalker"":"""",""silversky"":""30"",""apocalypse"":""30""}","","","","","","","","forthbet","no","native","disfluent","7","apocalypse"
"","","","","","","","","","","","survey-html-form","12","330639","0.0-14.0-0.0-0.0","0","100","20","30","30","30","15","30","30","25","","15522","{""blackblade"":""20"",""firewalker"":""30"",""silversky"":""30"",""apocalypse"":""30""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","survey-html-form","13","349145","0.0-14.0-0.1-0.1","0","100","20","30","30","30","15","30","30","25","","18503","{""blackblade"":""15"",""firewalker"":""30"",""silversky"":""30"",""apocalypse"":""25""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","351346","0.0-15.0","0","100","20","30","30","30","15","30","30","25","","2199","","","[{""page_index"":0,""viewing_time"":2199}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","401633","0.0-16.0","0","100","20","30","30","30","15","30","30","25","","50234","{""P0_Q0"":null,""trustworthy_nonnative"":4,""easy_nonnative"":2,""fluent_nonnative"":3,""strong_nonnative"":4,""P1_Q0"":null,""competent_nonnative"":5,""smart_nonnative"":5,""educated_nonnative"":5,""intelligent_nonnative"":5,""successful_nonnative"":5,""P2_Q0"":null,""sociable_nonnative"":5,""friendly_nonnative"":4,""nice_nonnative"":5,""honest_nonnative"":4,""pleasant_nonnative"":5,""P3_Q0"":null,""irritated_nonnative"":5,""interested_nonnative"":4,""enthusiastic_nonnative"":4,""frustrated_nonnative"":6,""annoyed_nonnative"":5,""happy_nonnative"":4}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","16","446893","0.0-17.0","0","100","20","30","30","30","15","30","30","25","","45237","{""P0_Q0"":null,""irritated_native"":4,""interested_native"":5,""enthusiastic_native"":5,""frustrated_native"":5,""annoyed_native"":5,""happy_native"":5,""P1_Q0"":null,""competent_native"":5,""smart_native"":5,""educated_native"":5,""intelligent_native"":5,""successful_native"":5,""P2_Q0"":null,""trustworthy_native"":5,""easy_native"":8,""fluent_native"":7,""strong_native"":4,""P3_Q0"":null,""sociable_native"":5,""friendly_native"":5,""nice_native"":5,""honest_native"":5,""pleasant_native"":5}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","17","522945","0.0-18.0","0","100","20","30","30","30","15","30","30","25","","76020","{""P0_Q0"":null,""country_native"":""England"",""country_nonnative"":""Not sure"",""learn_future"":""Native speaker"",""P1_Q0"":null,""exposure_nn"":3,""exposure_n"":8,""P1_Q3"":null,""P1_Q4"":""No"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":3,""naturalness_nonnative"":3,""decision_making"":""Buy what I could figure out what they were saying"",""P2_Q4"":""to see how our perception of information is coming from a non-native vs native"",""P2_Q5"":""""}","[{""P1_Q4"":false}]","","","","","","","survey_checks","","","","",""
