"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1280","603","true","chrome","117.0.0","false","Windows 10","true","60.58","true","true","browser-check","0","996","0.0-0.0","0","100","23.00","10.00","","35.00","23.00","10.00","32.00","35.00","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","4107","0.0-1.0","0","100","23.00","10.00","","35.00","23.00","10.00","32.00","35.00","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","104582","0.0-2.0","0","100","23.00","10.00","","35.00","23.00","10.00","32.00","35.00","","100402","{""prolific_id"":""5f8eaa9104da0901b1eaa006"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","111697","0.0-4.0","0","100","23.00","10.00","","35.00","23.00","10.00","32.00","35.00","","7113","","","[{""page_index"":0,""viewing_time"":7112}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","119861","0.0-5.0-0.0","0","100","23.00","10.00","","35.00","23.00","10.00","32.00","35.00","","7152","8","","","false","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","127620","0.0-5.1-0.1","0","100","23.00","10.00","","35.00","23.00","10.00","32.00","35.00","","7760","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","150773","0.0-7.0","0","100","23.00","10.00","","35.00","23.00","10.00","32.00","35.00","","23152","","","[{""page_index"":0,""viewing_time"":23152}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","152464","0.0-8.0","0","100","23.00","10.00","","35.00","23.00","10.00","32.00","35.00","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","217719","0.0-9.0","0","100","23.00","10.00","","35.00","23.00","10.00","32.00","35.00","","65254"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","260842","0.0-10.0","0","100","23.00","10.00","","35.00","23.00","10.00","32.00","35.00","","261905","{""blackblade"":""20.00""}","","","","","","","","firstbet","no","native","fluent","11","blackblade"
"","","","","","","","","","","","audio-survey-input-response","10","310343","0.0-11.0","0","100","23.00","10.00","","35.00","23.00","10.00","32.00","35.00","","311364","{""blackblade"":"""",""silversky"":""10.00""}","","","","","","","","secondbet","no","nonnative","disfluent","11","silversky"
"","","","","","","","","","","","audio-survey-input-response","11","364329","0.0-12.0","0","100","23.00","10.00","","35.00","23.00","10.00","32.00","35.00","","365301","{""blackblade"":"""",""silversky"":""10.00"",""firewalker"":""32.00""}","","","","","","","","thirdbet","no","nonnative","fluent","11","firewalker"
"","","","","","","","","","","","audio-survey-input-response","12","445106","0.0-13.0","0","100","23.00","10.00","","35.00","23.00","10.00","32.00","35.00","","446024","{""blackblade"":""23.00"",""silversky"":"""",""firewalker"":"""",""apocalypse"":""35.00""}","","","","","","","","forthbet","no","native","disfluent","11","apocalypse"
"","","","","","","","","","","","survey-html-form","13","490200","0.0-14.0-0.0-0.0","0","100","23.00","10.00","","35.00","23.00","10.00","32.00","35.00","","45089","{""blackblade"":""23.00"",""silversky"":""10.00"",""firewalker"":""32.00"",""apocalypse"":""35.00""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","494827","0.0-15.0","0","100","23.00","10.00","","35.00","23.00","10.00","32.00","35.00","","4625","","","[{""page_index"":0,""viewing_time"":4625}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","571864","0.0-16.0","0","100","23.00","10.00","","35.00","23.00","10.00","32.00","35.00","","76971","{""P0_Q0"":null,""sociable_native"":7,""friendly_native"":5,""nice_native"":5,""honest_native"":5,""pleasant_native"":3,""P1_Q0"":null,""irritated_native"":6,""interested_native"":3,""enthusiastic_native"":3,""frustrated_native"":7,""annoyed_native"":7,""happy_native"":2,""P2_Q0"":null,""trustworthy_native"":5,""easy_native"":6,""fluent_native"":4,""strong_native"":8,""P3_Q0"":null,""competent_native"":5,""smart_native"":5,""educated_native"":5,""intelligent_native"":4,""successful_native"":5}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","16","635791","0.0-17.0","0","100","23.00","10.00","","35.00","23.00","10.00","32.00","35.00","","63890","{""P0_Q0"":null,""trustworthy_nonnative"":5,""easy_nonnative"":7,""fluent_nonnative"":7,""strong_nonnative"":8,""P1_Q0"":null,""sociable_nonnative"":7,""friendly_nonnative"":6,""nice_nonnative"":6,""honest_nonnative"":5,""pleasant_nonnative"":5,""P2_Q0"":null,""competent_nonnative"":8,""smart_nonnative"":5,""educated_nonnative"":5,""intelligent_nonnative"":6,""successful_nonnative"":5,""P3_Q0"":null,""irritated_nonnative"":3,""interested_nonnative"":3,""enthusiastic_nonnative"":2,""frustrated_nonnative"":3,""annoyed_nonnative"":4,""happy_nonnative"":2}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","17","725683","0.0-18.0","0","100","23.00","10.00","","35.00","23.00","10.00","32.00","35.00","","89851","{""P0_Q0"":null,""country_native"":""Scotland"",""country_nonnative"":""France"",""learn_future"":""Non-native speaker"",""P1_Q0"":null,""exposure_nn"":7,""exposure_n"":5,""P1_Q3"":null,""P1_Q4"":""No"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":3,""naturalness_nonnative"":3,""decision_making"":""From the information I was told and the chance of them winning"",""P2_Q4"":""the aim is to see if people process information better from a native speaker or a non native speaker/ take it seriously"",""P2_Q5"":""""}","[{""P1_Q4"":false}]","","","","","","","survey_checks","","","","",""
