"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"768","585","true","chrome","117.0.0","false","Windows 10","true","60.66","false","true","browser-check","0","996","0.0-0.0","0","80","20","25","","15","20","25","20","15","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","4052","0.0-1.0","0","80","20","25","","15","20","25","20","15","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","25295","0.0-2.0","0","80","20","25","","15","20","25","20","15","","21153","{""prolific_id"":""5e0fbcffae7b306db929c2e3"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","35567","0.0-4.0","0","80","20","25","","15","20","25","20","15","","10271","","","[{""page_index"":0,""viewing_time"":10270}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","45010","0.0-5.0-0.0","0","80","20","25","","15","20","25","20","15","","9099","8","","","false","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","54087","0.0-5.1-0.1","0","80","20","25","","15","20","25","20","15","","9067","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","74196","0.0-7.0","0","80","20","25","","15","20","25","20","15","","20105","","","[{""page_index"":0,""viewing_time"":20105}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","74758","0.0-8.0","0","80","20","25","","15","20","25","20","15","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","101229","0.0-9.0","0","80","20","25","","15","20","25","20","15","","26474","arrowright","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","155960","0.0-10.0","0","80","20","25","","15","20","25","20","15","","158342","{""silversky"":""20""}","","","","","","","","firstbet","no","native","disfluent","17","silversky"
"","","","","","","","","","","","audio-survey-input-response","10","192530","0.0-11.0","0","80","20","25","","15","20","25","20","15","","194858","{""silversky"":"""",""firewalker"":""25""}","","","","","","","","secondbet","no","native","fluent","17","firewalker"
"","","","","","","","","","","","audio-survey-input-response","11","223963","0.0-12.0","0","80","20","25","","15","20","25","20","15","","226254","{""silversky"":"""",""firewalker"":"""",""apocalypse"":""25""}","","","","","","","","thirdbet","no","nonnative","fluent","17","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","12","269805","0.0-13.0","0","80","20","25","","15","20","25","20","15","","272065","{""silversky"":"""",""firewalker"":"""",""apocalypse"":"""",""blackblade"":""15""}","","","","","","","","forthbet","no","nonnative","disfluent","17","blackblade"
"","","","","","","","","","","","survey-html-form","13","318340","0.0-14.0-0.0-0.0","0","80","20","25","","15","20","25","20","15","","48530","{""silversky"":""20"",""firewalker"":""25"",""apocalypse"":""20"",""blackblade"":""15""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","321879","0.0-15.0","0","80","20","25","","15","20","25","20","15","","3538","","","[{""page_index"":0,""viewing_time"":3538}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","385337","0.0-16.0","0","80","20","25","","15","20","25","20","15","","63424","{""P0_Q0"":null,""irritated_nonnative"":1,""interested_nonnative"":6,""enthusiastic_nonnative"":6,""frustrated_nonnative"":1,""annoyed_nonnative"":1,""happy_nonnative"":5,""P1_Q0"":null,""trustworthy_nonnative"":5,""easy_nonnative"":8,""fluent_nonnative"":7,""strong_nonnative"":7,""P2_Q0"":null,""sociable_nonnative"":6,""friendly_nonnative"":6,""nice_nonnative"":6,""honest_nonnative"":7,""pleasant_nonnative"":7,""P3_Q0"":null,""competent_nonnative"":7,""smart_nonnative"":6,""educated_nonnative"":6,""intelligent_nonnative"":6,""successful_nonnative"":6}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","16","444853","0.0-17.0","0","80","20","25","","15","20","25","20","15","","59470","{""P0_Q0"":null,""sociable_native"":5,""friendly_native"":5,""nice_native"":5,""honest_native"":6,""pleasant_native"":5,""P1_Q0"":null,""trustworthy_native"":7,""easy_native"":9,""fluent_native"":8,""strong_native"":5,""P2_Q0"":null,""competent_native"":5,""smart_native"":5,""educated_native"":5,""intelligent_native"":5,""successful_native"":5,""P3_Q0"":null,""irritated_native"":1,""interested_native"":5,""enthusiastic_native"":5,""frustrated_native"":1,""annoyed_native"":1,""happy_native"":5}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","17","634244","0.0-18.0","0","80","20","25","","15","20","25","20","15","","189344","{""P0_Q0"":null,""country_native"":""No idea!"",""country_nonnative"":""France"",""learn_future"":""Non-native speaker"",""P1_Q0"":null,""exposure_nn"":8,""exposure_n"":8,""P1_Q3"":null,""P1_Q4"":""Yes"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":5,""naturalness_nonnative"":6,""decision_making"":""Based on the information about the horses past performances and experience. Also, how confident I perceived the speaker to be. For the first and last audio recording, the speakers said 'uh' and were less fluent in their answers, which left me feeling less certain of the information provided. "",""P2_Q4"":""To explore whether people trust the opinion of people with similarities to them (i.e. accent) - that they feel more alike with"",""P2_Q5"":""""}","[{""P1_Q4"":true}]","","","","","","","survey_checks","","","","",""
