"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1920","963","true","chrome","117.0.0","false","Windows 10","true","59.94","true","true","browser-check","0","1015","0.0-0.0","0","100","10","10","","70","25","25","25","25","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","3752","0.0-1.0","0","100","10","10","","70","25","25","25","25","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","18071","0.0-2.0","0","100","10","10","","70","25","25","25","25","","14284","{""prolific_id"":""62a4a96a714f8db646dea5d4"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","20180","0.0-4.0","0","100","10","10","","70","25","25","25","25","","2108","","","[{""page_index"":0,""viewing_time"":2108}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","25977","0.0-5.0-0.0","0","100","10","10","","70","25","25","25","25","","5669","8","","","false","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","32380","0.0-5.1-0.1","0","100","10","10","","70","25","25","25","25","","6400","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","36057","0.0-7.0","0","100","10","10","","70","25","25","25","25","","3677","","","[{""page_index"":0,""viewing_time"":3677}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","36350","0.0-8.0","0","100","10","10","","70","25","25","25","25","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","40446","0.0-9.0","0","100","10","10","","70","25","25","25","25","","4095","g","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","84657","0.0-10.0","0","100","10","10","","70","25","25","25","25","","86324","{""firewalker"":""10""}","","","","","","","","firstbet","no","native","disfluent","16","firewalker"
"","","","","","","","","","","","audio-survey-input-response","10","129455","0.0-11.0","0","100","10","10","","70","25","25","25","25","","131078","{""firewalker"":"""",""silversky"":""10""}","","","","","","","","secondbet","no","nonnative","disfluent","16","silversky"
"","","","","","","","","","","","audio-survey-input-response","11","157247","0.0-12.0","0","100","10","10","","70","25","25","25","25","","158825","{""firewalker"":"""",""silversky"":"""",""blackblade"":""10""}","","","","","","","","thirdbet","no","native","fluent","16","blackblade"
"","","","","","","","","","","","audio-survey-input-response","12","182737","0.0-13.0","0","100","10","10","","70","25","25","25","25","","184287","{""firewalker"":"""",""silversky"":"""",""blackblade"":"""",""apocalypse"":""70""}","","","","","","","","forthbet","no","nonnative","fluent","16","apocalypse"
"","","","","","","","","","","","survey-html-form","13","198118","0.0-14.0-0.0-0.0","0","100","10","10","","70","25","25","25","25","","15379","{""firewalker"":""25"",""silversky"":""25"",""blackblade"":""25"",""apocalypse"":""25""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","199545","0.0-15.0","0","100","10","10","","70","25","25","25","25","","1427","","","[{""page_index"":0,""viewing_time"":1427}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","228216","0.0-16.0","0","100","10","10","","70","25","25","25","25","","28646","{""P0_Q0"":null,""trustworthy_nonnative"":6,""easy_nonnative"":5,""fluent_nonnative"":4,""strong_nonnative"":7,""P1_Q0"":null,""competent_nonnative"":6,""smart_nonnative"":6,""educated_nonnative"":5,""intelligent_nonnative"":5,""successful_nonnative"":6,""P2_Q0"":null,""irritated_nonnative"":9,""interested_nonnative"":3,""enthusiastic_nonnative"":4,""frustrated_nonnative"":7,""annoyed_nonnative"":6,""happy_nonnative"":7,""P3_Q0"":null,""sociable_nonnative"":3,""friendly_nonnative"":3,""nice_nonnative"":4,""honest_nonnative"":4,""pleasant_nonnative"":4}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","16","248721","0.0-17.0","0","100","10","10","","70","25","25","25","25","","20490","{""P0_Q0"":null,""irritated_native"":5,""interested_native"":5,""enthusiastic_native"":4,""frustrated_native"":4,""annoyed_native"":6,""happy_native"":6,""P1_Q0"":null,""sociable_native"":6,""friendly_native"":5,""nice_native"":5,""honest_native"":6,""pleasant_native"":6,""P2_Q0"":null,""trustworthy_native"":4,""easy_native"":6,""fluent_native"":6,""strong_native"":6,""P3_Q0"":null,""competent_native"":5,""smart_native"":6,""educated_native"":5,""intelligent_native"":7,""successful_native"":6}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","17","272383","0.0-18.0","0","100","10","10","","70","25","25","25","25","","23645","{""P0_Q0"":null,""country_native"":""no"",""country_nonnative"":""no"",""learn_future"":""Native speaker"",""P1_Q0"":null,""exposure_nn"":5,""exposure_n"":7,""P1_Q3"":null,""P1_Q4"":""No"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":6,""naturalness_nonnative"":5,""decision_making"":""evenly"",""P2_Q4"":"""",""P2_Q5"":""""}","[{""P1_Q4"":false}]","","","","","","","survey_checks","","","","",""
