"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1360","611","true","chrome","118.0.0","false","Windows 10","true","60.85","true","true","browser-check","0","997","0.0-0.0","0","100","10","9.98","","40.02","10","9.98","40","40.02","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","5491","0.0-1.0","0","100","10","9.98","","40.02","10","9.98","40","40.02","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","21316","0.0-2.0","0","100","10","9.98","","40.02","10","9.98","40","40.02","","15645","{""prolific_id"":""641373f8117053037093d10a"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","29985","0.0-4.0","0","100","10","9.98","","40.02","10","9.98","40","40.02","","8667","","","[{""page_index"":0,""viewing_time"":8664}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","36282","0.0-5.0-0.0","0","100","10","9.98","","40.02","10","9.98","40","40.02","","6080","8","","","false","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","42866","0.0-5.1-0.1","0","100","10","9.98","","40.02","10","9.98","40","40.02","","6579","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","81943","0.0-7.0","0","100","10","9.98","","40.02","10","9.98","40","40.02","","39076","","","[{""page_index"":0,""viewing_time"":39075}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","82542","0.0-8.0","0","100","10","9.98","","40.02","10","9.98","40","40.02","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","119827","0.0-9.0","0","100","10","9.98","","40.02","10","9.98","40","40.02","","37283","control","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","166049","0.0-10.0","0","100","10","9.98","","40.02","10","9.98","40","40.02","","169239","{""firewalker"":""10""}","","","","","","","","firstbet","no","nonnative","disfluent","13","firewalker"
"","","","","","","","","","","","audio-survey-input-response","10","217598","0.0-11.0","0","100","10","9.98","","40.02","10","9.98","40","40.02","","220742","{""firewalker"":"""",""blackblade"":""9.98""}","","","","","","","","secondbet","no","native","disfluent","13","blackblade"
"","","","","","","","","","","","audio-survey-input-response","11","244603","0.0-12.0","0","100","10","9.98","","40.02","10","9.98","40","40.02","","247695","{""firewalker"":"""",""blackblade"":"""",""silversky"":""40""}","","","","","","","","thirdbet","no","native","fluent","13","silversky"
"","","","","","","","","","","","audio-survey-input-response","12","272352","0.0-13.0","0","100","10","9.98","","40.02","10","9.98","40","40.02","","275416","{""firewalker"":"""",""blackblade"":"""",""silversky"":"""",""apocalypse"":""40.02""}","","","","","","","","forthbet","no","nonnative","fluent","13","apocalypse"
"","","","","","","","","","","","survey-html-form","13","305981","0.0-14.0-0.0-0.0","0","100","10","9.98","","40.02","10","9.98","40","40.02","","33618","{""firewalker"":""10"",""blackblade"":""9.98"",""silversky"":""40"",""apocalypse"":""40.02""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","313886","0.0-15.0","0","100","10","9.98","","40.02","10","9.98","40","40.02","","7904","","","[{""page_index"":0,""viewing_time"":7903}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","361962","0.0-16.0","0","100","10","9.98","","40.02","10","9.98","40","40.02","","47949","{""P0_Q0"":null,""trustworthy_nonnative"":8,""easy_nonnative"":7,""fluent_nonnative"":7,""strong_nonnative"":6,""P1_Q0"":null,""sociable_nonnative"":9,""friendly_nonnative"":9,""nice_nonnative"":9,""honest_nonnative"":5,""pleasant_nonnative"":7,""P2_Q0"":null,""irritated_nonnative"":1,""interested_nonnative"":6,""enthusiastic_nonnative"":5,""frustrated_nonnative"":1,""annoyed_nonnative"":1,""happy_nonnative"":5,""P3_Q0"":null,""competent_nonnative"":7,""smart_nonnative"":5,""educated_nonnative"":6,""intelligent_nonnative"":6,""successful_nonnative"":5}","[]","","","","","","","survey_nonnative","","non-native","","",""
