"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1400","740","true","safari","16.3.0","false","Mac OS","true","60.18","true","true","browser-check","0","1009","0.0-0.0","0","100","0.72","0.42","","10","70","10","10","10","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","3496","0.0-1.0","0","100","0.72","0.42","","10","70","10","10","10","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","18870","0.0-2.0","0","100","0.72","0.42","","10","70","10","10","10","","15305","{""prolific_id"":""62d5cef0d9f0379a81a33cf1"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","20961","0.0-4.0","0","100","0.72","0.42","","10","70","10","10","10","","2090","","","[{""page_index"":0,""viewing_time"":2090}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","27781","0.0-5.0-0.0","0","100","0.72","0.42","","10","70","10","10","10","","6616","8","","","false","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","35178","0.0-5.1-0.1","0","100","0.72","0.42","","10","70","10","10","10","","7397","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","41194","0.0-7.0","0","100","0.72","0.42","","10","70","10","10","10","","6016","","","[{""page_index"":0,""viewing_time"":6016}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","41534","0.0-8.0","0","100","0.72","0.42","","10","70","10","10","10","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","66391","0.0-9.0","0","100","0.72","0.42","","10","70","10","10","10","","24855"," ","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","115567","0.0-10.0","0","100","0.72","0.42","","10","70","10","10","10","","117051","{""firewalker"":""0.4""}","","","","","","","","firstbet","no","nonnative","disfluent","13","firewalker"
"","","","","","","","","","","","audio-survey-input-response","10","144347","0.0-11.0","0","100","0.72","0.42","","10","70","10","10","10","","145781","{""firewalker"":""0.72"",""apocalypse"":""0.42""}","","","","","","","","secondbet","no","nonnative","fluent","13","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","11","218662","0.0-12.0","0","100","0.72","0.42","","10","70","10","10","10","","220070","{""firewalker"":""80"",""apocalypse"":""10"",""blackblade"":""10""}","","","","","","","","thirdbet","no","native","disfluent","13","blackblade"
"","","","","","","","","","","","audio-survey-input-response","12","248315","0.0-13.0","0","100","0.72","0.42","","10","70","10","10","10","","249647","{""firewalker"":"""",""apocalypse"":"""",""blackblade"":"""",""silversky"":""10""}","","","","","","","","forthbet","no","native","fluent","13","silversky"
"","","","","","","","","","","","survey-html-form","13","275612","0.0-14.0-0.0-0.0","0","100","0.72","0.42","","10","70","10","10","10","","27295","{""firewalker"":""70"",""apocalypse"":""10"",""blackblade"":""10"",""silversky"":""10""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","277063","0.0-15.0","0","100","0.72","0.42","","10","70","10","10","10","","1449","","","[{""page_index"":0,""viewing_time"":1449}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","303209","0.0-16.0","0","100","0.72","0.42","","10","70","10","10","10","","26104","{""P0_Q0"":null,""trustworthy_native"":5,""easy_native"":8,""fluent_native"":7,""strong_native"":4,""P1_Q0"":null,""irritated_native"":7,""interested_native"":7,""enthusiastic_native"":7,""frustrated_native"":5,""annoyed_native"":7,""happy_native"":7,""P2_Q0"":null,""sociable_native"":5,""friendly_native"":7,""nice_native"":7,""honest_native"":6,""pleasant_native"":6,""P3_Q0"":null,""competent_native"":7,""smart_native"":6,""educated_native"":6,""intelligent_native"":6,""successful_native"":7}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","16","326025","0.0-17.0","0","100","0.72","0.42","","10","70","10","10","10","","22791","{""P0_Q0"":null,""trustworthy_nonnative"":7,""easy_nonnative"":6,""fluent_nonnative"":6,""strong_nonnative"":7,""P1_Q0"":null,""irritated_nonnative"":6,""interested_nonnative"":7,""enthusiastic_nonnative"":7,""frustrated_nonnative"":4,""annoyed_nonnative"":7,""happy_nonnative"":4,""P2_Q0"":null,""competent_nonnative"":7,""smart_nonnative"":6,""educated_nonnative"":7,""intelligent_nonnative"":5,""successful_nonnative"":6,""P3_Q0"":null,""sociable_nonnative"":8,""friendly_nonnative"":5,""nice_nonnative"":7,""honest_nonnative"":6,""pleasant_nonnative"":7}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","17","409558","0.0-18.0","0","100","0.72","0.42","","10","70","10","10","10","","83512","{""P0_Q0"":null,""country_native"":""south America "",""country_nonnative"":""not sure"",""learn_future"":""Native speaker"",""P1_Q0"":null,""exposure_nn"":6,""exposure_n"":7,""P1_Q3"":null,""P1_Q4"":""No"",""P1_Q5"":1,""P2_Q0"":null,""naturalness_native"":7,""naturalness_nonnative"":5,""decision_making"":""listening to the descriptions "",""P2_Q4"":""to see if the instructions "",""P2_Q5"":""You have NaN pounds left.   - there was an error. ""}","[{""P1_Q4"":false}]","","","","","","","survey_checks","","","","",""
