"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1920","931","true","chrome","117.0.0","false","Windows 10","true","59.93","true","true","browser-check","0","1008","0.0-0.0","0","100","10","20","","50","10","20","20","50","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","4102","0.0-1.0","0","100","10","20","","50","10","20","20","50","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","13177","0.0-2.0","0","100","10","20","","50","10","20","20","50","","9044","{""prolific_id"":""5889b8527f238e000133bacb"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","20256","0.0-4.0","0","100","10","20","","50","10","20","20","50","","7078","","","[{""page_index"":0,""viewing_time"":7077}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","28409","0.0-5.0-0.0","0","100","10","20","","50","10","20","20","50","","8000","8","","","false","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","33745","0.0-5.1-0.1","0","100","10","20","","50","10","20","20","50","","5331","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","47595","0.0-7.0","0","100","10","20","","50","10","20","20","50","","13849","","","[{""page_index"":0,""viewing_time"":13849}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","48040","0.0-8.0","0","100","10","20","","50","10","20","20","50","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","54335","0.0-9.0","0","100","10","20","","50","10","20","20","50","","6295","v","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","93184","0.0-10.0","0","100","10","20","","50","10","20","20","50","","95670","{""apocalypse"":""10""}","","","","","","","","firstbet","no","native","disfluent","11","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","10","140510","0.0-11.0","0","100","10","20","","50","10","20","20","50","","142957","{""apocalypse"":"""",""silversky"":""20""}","","","","","","","","secondbet","no","nonnative","disfluent","11","silversky"
"","","","","","","","","","","","audio-survey-input-response","11","169770","0.0-12.0","0","100","10","20","","50","10","20","20","50","","172169","{""apocalypse"":"""",""silversky"":"""",""blackblade"":""20""}","","","","","","","","thirdbet","no","native","fluent","11","blackblade"
"","","","","","","","","","","","audio-survey-input-response","12","198046","0.0-13.0","0","100","10","20","","50","10","20","20","50","","200415","{""apocalypse"":"""",""silversky"":"""",""blackblade"":"""",""firewalker"":""50""}","","","","","","","","forthbet","no","nonnative","fluent","11","firewalker"
"","","","","","","","","","","","survey-html-form","13","215209","0.0-14.0-0.0-0.0","0","100","10","20","","50","10","20","20","50","","17161","{""apocalypse"":""10"",""silversky"":""20"",""blackblade"":""20"",""firewalker"":""50""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","220368","0.0-15.0","0","100","10","20","","50","10","20","20","50","","5158","","","[{""page_index"":0,""viewing_time"":5158}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","263629","0.0-16.0","0","100","10","20","","50","10","20","20","50","","43234","{""P0_Q0"":null,""sociable_native"":1,""friendly_native"":2,""nice_native"":4,""honest_native"":4,""pleasant_native"":3,""P1_Q0"":null,""irritated_native"":2,""interested_native"":1,""enthusiastic_native"":1,""frustrated_native"":2,""annoyed_native"":2,""happy_native"":2,""P2_Q0"":null,""trustworthy_native"":3,""easy_native"":8,""fluent_native"":9,""strong_native"":4,""P3_Q0"":null,""competent_native"":2,""smart_native"":3,""educated_native"":4,""intelligent_native"":6,""successful_native"":5}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","16","296873","0.0-17.0","0","100","10","20","","50","10","20","20","50","","33229","{""P0_Q0"":null,""competent_nonnative"":4,""smart_nonnative"":4,""educated_nonnative"":3,""intelligent_nonnative"":4,""successful_nonnative"":3,""P1_Q0"":null,""trustworthy_nonnative"":5,""easy_nonnative"":3,""fluent_nonnative"":4,""strong_nonnative"":7,""P2_Q0"":null,""sociable_nonnative"":3,""friendly_nonnative"":3,""nice_nonnative"":5,""honest_nonnative"":3,""pleasant_nonnative"":4,""P3_Q0"":null,""irritated_nonnative"":2,""interested_nonnative"":1,""enthusiastic_nonnative"":1,""frustrated_nonnative"":1,""annoyed_nonnative"":1,""happy_nonnative"":1}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","17","391102","0.0-18.0","0","100","10","20","","50","10","20","20","50","","94211","{""P0_Q0"":null,""country_native"":""Midlands"",""country_nonnative"":""Nigeria "",""learn_future"":""Non-native speaker"",""P1_Q0"":null,""exposure_nn"":7,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""Yes"",""P1_Q5"":2,""P2_Q0"":null,""naturalness_native"":3,""naturalness_nonnative"":4,""decision_making"":""Based on how confident I thought the speaker was "",""P2_Q4"":""To determine if peoples accent, inflection and speaking cadence has an influence on decision making and judging their competency "",""P2_Q5"":""""}","[{""P1_Q4"":true}]","","","","","","","survey_checks","","","","",""
