"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","total_bet","fixed_bet_over100","horse0_bet","horse1_bet","horse2_bet","horse3_bet","horse0_fix","horse1_fix","horse2_fix","horse3_fix","success","rt","response","accuracy","view_history","correct","timeout","failed_images","failed_audio","failed_video","type","overbet","speaker","delivery","list","horse"
"1366","651","true","chrome","118.0.0","false","Windows 10","true","61.19","true","true","browser-check","0","3885","0.0-0.0","0","40","10","15","","10","10","15","5","10","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","1","14333","0.0-1.0","0","40","10","15","","10","10","15","5","10","true","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","2","35988","0.0-2.0","0","40","10","15","","10","10","15","5","10","","21377","{""prolific_id"":""5b758de6d74fcb00010d7f0b"",""uk_origin"":""Yes"",""uk_live"":""Yes"",""english_l1"":""Yes""}","[{""uk_origin"":true},{""uk_live"":true},{""english_l1"":true}]","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","3","58558","0.0-4.0","0","40","10","15","","10","10","15","5","10","","22565","","","[{""page_index"":0,""viewing_time"":22563}]","","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","4","87454","0.0-5.0-0.0","0","40","10","15","","10","10","15","5","10","","25869","8","","","false","","","","","","","","","",""
"","","","","","","","","","","","audio-button-response","5","93075","0.0-5.1-0.1","0","40","10","15","","10","10","15","5","10","","5608","2","","","true","","","","","","","","","",""
"","","","","","","","","","","","instructions","6","163060","0.0-7.0","0","40","10","15","","10","10","15","5","10","","69983","","","[{""page_index"":0,""viewing_time"":69982}]","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","164237","0.0-8.0","0","40","10","15","","10","10","15","5","10","true","","","","","","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","html-keyboard-response","8","387520","0.0-9.0","0","40","10","15","","10","10","15","5","10","","223275","q","","","","","","","","","","","","",""
"","","","","","","","","","","","audio-survey-input-response","9","979739","0.0-10.0","0","40","10","15","","10","10","15","5","10","","994438","{""silversky"":""10""}","","","","","","","","firstbet","no","native","fluent","10","silversky"
"","","","","","","","","","","","audio-survey-input-response","10","1107056","0.0-11.0","0","40","10","15","","10","10","15","5","10","","1121226","{""silversky"":"""",""apocalypse"":""15""}","","","","","","","","secondbet","no","native","disfluent","10","apocalypse"
"","","","","","","","","","","","audio-survey-input-response","11","1264218","0.0-12.0","0","40","10","15","","10","10","15","5","10","","1278267","{""silversky"":"""",""apocalypse"":"""",""blackblade"":""10""}","","","","","","","","thirdbet","no","nonnative","fluent","10","blackblade"
"","","","","","","","","","","","audio-survey-input-response","12","1482341","0.0-13.0","0","40","10","15","","10","10","15","5","10","","1496244","{""silversky"":"""",""apocalypse"":"""",""blackblade"":"""",""firewalker"":""10""}","","","","","","","","forthbet","no","nonnative","disfluent","10","firewalker"
"","","","","","","","","","","","survey-html-form","13","1668838","0.0-14.0-0.0-0.0","0","40","10","15","","10","10","15","5","10","","186478","{""silversky"":""10"",""apocalypse"":""15"",""blackblade"":""5"",""firewalker"":""10""}","","","","","","","","overbet","yes","","","",""
"","","","","","","","","","","","instructions","14","1676793","0.0-15.0","0","40","10","15","","10","10","15","5","10","","7949","","","[{""page_index"":0,""viewing_time"":7947}]","","","","","","","","","","",""
"","","","","","","","","","","","survey","15","1715692","0.0-16.0","0","40","10","15","","10","10","15","5","10","","38626","{""P0_Q0"":null,""competent_nonnative"":9,""smart_nonnative"":9,""educated_nonnative"":9,""intelligent_nonnative"":9,""successful_nonnative"":9,""P1_Q0"":null,""sociable_nonnative"":9,""friendly_nonnative"":9,""nice_nonnative"":9,""honest_nonnative"":9,""pleasant_nonnative"":9,""P2_Q0"":null,""irritated_nonnative"":1,""interested_nonnative"":9,""enthusiastic_nonnative"":4,""frustrated_nonnative"":1,""annoyed_nonnative"":1,""happy_nonnative"":9,""P3_Q0"":null,""trustworthy_nonnative"":9,""easy_nonnative"":9,""fluent_nonnative"":9,""strong_nonnative"":9}","[]","","","","","","","survey_nonnative","","non-native","","",""
"","","","","","","","","","","","survey","16","1962922","0.0-17.0","0","40","10","15","","10","10","15","5","10","","247109","{""P0_Q0"":null,""competent_native"":9,""smart_native"":9,""educated_native"":9,""intelligent_native"":9,""successful_native"":9,""P1_Q0"":null,""irritated_native"":1,""interested_native"":9,""enthusiastic_native"":9,""frustrated_native"":1,""annoyed_native"":1,""happy_native"":9,""P2_Q0"":null,""sociable_native"":9,""friendly_native"":9,""nice_native"":9,""honest_native"":9,""pleasant_native"":9,""P3_Q0"":null,""trustworthy_native"":9,""easy_native"":9,""fluent_native"":9,""strong_native"":9}","[]","","","","","","","survey_native","","native","","",""
"","","","","","","","","","","","survey","17","2096745","0.0-18.0","0","40","10","15","","10","10","15","5","10","","133692","{""P0_Q0"":null,""country_native"":""spain"",""country_nonnative"":""united kingdom"",""learn_future"":""Non-native speaker"",""P1_Q0"":null,""exposure_nn"":2,""exposure_n"":9,""P1_Q3"":null,""P1_Q4"":""Yes"",""P1_Q5"":2,""P2_Q0"":null,""naturalness_native"":4,""naturalness_nonnative"":4,""decision_making"":""on how well the horses have done in the previous races"",""P2_Q4"":""to place your bets on each of the horses the native and non native speaker describes them "",""P2_Q5"":""great survey""}","[{""P1_Q4"":true}]","","","","","","","survey_checks","","","","",""
